"date","city_name","province_level_region","city_type","latitude","longitude","temperature_2m_mean_c","temperature_2m_min_c","temperature_2m_max_c","apparent_temperature_max_c","precipitation_sum_mm","rain_sum_mm","wind_speed_10m_max_kmh","shortwave_radiation_sum_mj_m2","pm2_5_mean_ug_m3","pm10_mean_ug_m3","nitrogen_dioxide_mean_ug_m3","ozone_mean_ug_m3","us_aqi_daily_max","european_aqi_daily_max"
"2023-06-20","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","21.8","18.7","25.7","26.7","7.10","7.10","24.5","8.29","49.325","71.146","22.446","97.583","142","82"
"2023-06-21","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","21.0","16.9","25.3","27.6","1.60","1.60","12.6","17.62","41.646","59.704","25.633","89.417","135","79"
"2023-06-22","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","22.3","17.5","27.2","28.0","0.10","0.10","13.3","20.55","27.575","39.446","23.621","61.083","128","77"
"2023-06-23","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","23.1","16.2","28.8","30.1","0.70","0.70","13.4","23.54","29.446","42.129","26.867","70.542","88","63"
"2023-06-24","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","26.8","20.2","32.1","32.6","3.50","3.50","21.0","20.19","34.1","48.892","26.746","106.375","148","70"
"2023-06-25","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","28.6","23.7","33.7","33.9","0.00","0.00","29.2","26.38","38.487","55.808","17.696","110.417","126","77"
"2023-06-26","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","28.7","22.7","35.2","35.9","0.00","0.00","22.3","26.24","40.804","58.879","21.433","108.458","111","72"
"2023-06-27","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","23.6","21.2","25.7","28.0","8.10","8.10","18.0","13.04","24.2","35.45","24.425","74.75","116","74"
"2023-06-28","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","24.4","20.6","28.8","31.2","2.30","2.30","15.5","21.42","23.842","38.458","14.433","71.333","79","57"
"2023-06-29","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","23.2","20.3","27.6","28.8","3.50","3.50","18.8","18.41","23.792","37.758","15.583","92.042","102","63"
"2023-06-30","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","23.5","17.3","29.1","29.4","0.00","0.00","11.2","24.84","18.517","28.021","16.337","77.75","81","60"
"2023-07-01","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","21.0","18.3","24.7","25.7","11.30","11.30","15.9","18.16","15.462","23.904","12.975","87.625","68","53"
"2023-07-02","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","22.7","15.8","28.1","30.3","0.00","0.00","12.1","21.96","19.175","28.467","18.525","65","67","47"
"2023-07-03","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","23.3","19.6","28.2","31.2","2.20","2.20","17.1","20.10","37.417","56.604","16.592","88.833","108","71"
"2023-07-04","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","24.0","19.5","28.5","30.8","1.30","1.30","18.0","18.95","33.196","50.808","11.192","103.5","134","70"
"2023-07-05","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","20.8","18.7","23.1","24.6","27.30","27.30","33.6","5.86","12.275","19.379","8.067","72.833","96","67"
"2023-07-06","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","20.5","17.6","25.2","26.9","8.80","8.80","25.1","16.96","18.104","33.954","11.112","79.625","69","62"
"2023-07-07","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","22.2","17.3","27.1","29.2","0.30","0.30","15.6","17.30","27.838","47.537","17.037","80.417","92","64"
"2023-07-08","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","22.4","18.0","26.9","30.0","10.40","10.40","20.2","18.93","29.267","47.317","17.05","98.625","130","65"
"2023-07-09","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","21.8","18.6","26.5","30.5","8.80","8.80","14.8","17.36","26.496","41.483","13.538","94.5","105","63"
"2023-07-10","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","21.9","18.6","25.2","28.3","17.40","17.40","11.5","15.20","21.75","32.117","17.025","69.667","83","61"
"2023-07-11","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","23.5","19.9","27.5","29.5","4.70","4.70","16.1","23.35","23.554","35.3","12.767","54.542","76","52"
"2023-07-12","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","24.0","18.4","28.5","32.0","0.40","0.40","7.9","24.24","33.729","51.429","24.8","56.833","96","67"
"2023-07-13","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","25.5","19.6","30.2","32.5","0.00","0.00","16.6","24.52","22.779","33.863","20.067","75.208","97","67"
"2023-07-14","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","20.8","18.2","24.1","23.6","33.40","33.40","28.9","3.72","9.017","12.888","8.267","58.417","76","51"
"2023-07-15","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","19.3","17.8","21.0","22.4","6.70","6.70","17.7","7.28","4.6","6.654","8.046","48.375","50","25"
"2023-07-16","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","20.0","18.3","22.6","25.1","10.40","10.40","17.4","9.48","8.692","12.458","14.554","34.708","47","21"
"2023-07-17","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","19.6","18.1","21.5","23.4","1.40","1.40","12.4","7.22","13.879","19.846","21.379","34.25","58","27"
"2023-07-18","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","21.9","18.5","26.1","29.4","0.40","0.40","6.3","18.15","20.867","30.121","25.217","48.667","71","41"
"2023-07-19","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","23.7","17.3","28.7","32.3","0.00","0.00","12.7","25.28","26.008","37.537","23.2","65.542","82","61"
"2023-07-20","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","24.7","20.9","29.8","35.1","5.10","5.10","16.8","20.62","39.192","57.325","15.829","98.708","131","73"
"2023-07-21","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","24.6","18.7","29.2","33.0","0.00","0.00","12.1","25.49","20.017","29.25","17.375","52.417","109","71"
"2023-07-22","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","22.5","21.4","24.6","27.1","20.50","20.50","17.0","6.45","22.9","34.929","17.471","39.417","79","57"
"2023-07-23","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","23.4","21.4","27.8","30.1","31.30","31.30","23.1","14.93","17.175","24.617","8.967","80.083","76","57"
"2023-07-24","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","21.5","19.6","24.6","25.4","2.40","2.40","29.6","10.14","9.35","13.1","8.008","41.292","65","34"
"2023-07-25","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","23.9","19.1","28.6","31.3","0.00","0.00","12.9","22.42","25.654","36.454","13.258","56.958","80","60"
"2023-07-26","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","25.3","21.0","29.5","33.9","0.80","0.80","15.5","22.52","33.379","48.267","12.538","99.375","111","66"
"2023-07-27","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","25.1","23.2","28.5","30.7","6.90","6.90","25.3","17.09","45.963","68.483","8.329","125.417","125","77"
"2023-07-28","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","25.0","20.7","28.5","31.7","7.70","7.70","26.6","12.78","40.137","59.775","11.467","90.917","127","77"
"2023-07-29","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","25.3","22.0","29.5","31.6","11.20","11.20","28.0","19.57","27.792","42.113","9.5","89.708","112","72"
"2023-07-30","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","25.2","22.7","30.0","34.3","2.10","2.10","21.7","21.14","13.167","19.254","11.279","59.083","85","62"
"2023-07-31","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","26.1","20.9","30.8","35.0","0.00","0.00","18.4","23.98","17.604","25.229","14.079","61.917","68","46"
"2023-08-01","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","27.2","24.3","31.3","35.5","0.00","0.00","28.3","19.32","18.787","28.138","6.458","66.833","72","43"
"2023-08-02","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","24.2","22.6","25.8","29.5","34.50","34.50","20.0","8.96","17.133","24.788","16.621","46.542","68","38"
"2023-08-03","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","24.1","21.9","28.0","33.7","4.20","4.20","24.1","12.00","20.117","29.075","19.712","55.167","74","47"
"2023-08-04","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","24.6","21.9","28.6","32.8","20.10","20.10","22.9","15.98","16.954","24.967","14.025","62.292","73","45"
"2023-08-05","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","19.7","18.8","20.9","22.9","0.50","0.50","17.1","8.72","8.258","11.771","11.183","31.542","65","34"
"2023-08-06","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","20.5","18.0","24.1","23.2","0.00","0.00","26.4","22.27","12.058","17.254","7.446","50.042","56","28"
"2023-08-07","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","19.7","18.2","21.6","21.9","1.50","1.50","19.7","9.32","15.208","21.904","9.642","46.583","61","30"
"2023-08-08","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","21.3","17.9","25.4","27.6","1.00","1.00","10.3","16.44","17.521","25.325","17.6","47.875","65","36"
"2023-08-09","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","21.2","17.3","25.5","27.6","0.70","0.70","12.3","20.53","20.125","29.163","21.283","50.333","73","46"
"2023-08-10","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","21.5","15.8","26.3","27.9","0.00","0.00","13.8","20.84","15.775","22.783","17.796","53.417","71","41"
"2023-08-11","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","22.5","20.2","25.5","25.0","0.20","0.20","29.9","14.00","9.517","13.675","7.588","41.667","63","32"
"2023-08-12","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","22.7","21.4","25.2","26.4","18.80","18.80","27.6","8.55","7.333","10.646","11.15","50.25","51","35"
"2023-08-13","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","22.5","20.9","24.7","27.5","3.40","3.40","9.4","8.36","13.604","19.475","19.488","36.625","57","27"
"2023-08-14","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","23.4","19.8","28.3","32.0","0.30","0.30","9.0","19.33","23.758","34.246","22.371","50.667","77","54"
"2023-08-15","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","25.0","20.4","29.4","34.3","0.00","0.00","9.2","22.42","24.475","35.396","22.596","81.833","117","65"
"2023-08-16","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","25.2","21.2","29.6","33.2","1.20","1.20","18.8","19.02","15.296","22.321","17.392","65.375","79","58"
"2023-08-17","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","25.2","20.0","29.5","35.3","0.10","0.10","10.1","22.26","19.592","28.937","25.358","62.542","68","54"
"2023-08-18","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","24.2","21.6","29.3","33.3","5.70","5.70","18.5","14.95","25.612","37.367","17.983","74.5","85","62"
"2023-08-19","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","22.0","17.0","26.9","29.2","0.00","0.00","9.3","21.95","16.571","25.65","16.667","52.708","81","60"
"2023-08-20","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","23.2","17.8","28.7","31.8","0.00","0.00","15.7","23.13","16.658","26.033","25.9","58.25","67","53"
"2023-08-21","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","22.4","19.0","27.8","29.9","22.20","22.20","27.0","13.35","25.779","38.567","14.792","79.083","81","62"
"2023-08-22","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","21.7","18.8","25.2","24.4","6.50","6.50","30.7","18.32","11.025","17.421","8.104","72.292","83","61"
"2023-08-23","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","20.9","16.2","25.9","25.7","0.00","0.00","18.3","22.34","5.575","8.271","9.754","48.542","54","31"
"2023-08-24","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","20.1","15.4","24.6","25.5","0.00","0.00","12.2","21.71","11.554","16.754","12.654","52.167","54","37"
"2023-08-25","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","20.3","15.4","25.0","26.5","0.70","0.70","12.6","21.44","15.479","22.171","15.017","46.042","63","36"
"2023-08-26","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","18.8","15.9","22.2","21.9","0.20","0.20","16.7","12.46","14.662","20.992","12.421","44.25","62","31"
"2023-08-27","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","18.2","14.0","22.7","23.6","0.60","0.60","12.6","18.62","16.621","23.754","15.096","36","65","34"
"2023-08-28","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","19.0","13.7","23.8","24.7","0.00","0.00","14.0","19.51","18.329","26.225","18.346","35","74","47"
"2023-08-29","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","17.9","16.7","19.2","18.4","14.30","14.30","28.6","4.21","8.204","11.779","9.288","40.708","68","37"
"2023-08-30","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","18.0","15.8","21.2","20.0","2.70","2.70","21.9","13.20","7.383","10.433","8.992","44.542","46","27"
"2023-08-31","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","17.8","14.1","21.9","19.6","0.50","0.50","25.7","18.19","10.212","14.408","7.646","46.875","55","28"
"2023-09-01","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","18.5","14.3","23.0","22.4","0.50","0.50","16.9","17.40","10.15","14.496","12.367","48.625","52","35"
"2023-09-02","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","21.8","15.4","28.2","28.3","0.00","0.00","22.0","21.05","10.187","14.792","9.533","57.125","52","36"
"2023-09-03","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","22.1","17.6","27.5","27.9","0.00","0.00","17.9","19.63","22.371","32.229","15.958","76.167","74","62"
"2023-09-04","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","20.4","17.2","23.7","25.2","2.70","2.70","19.1","12.12","40.004","61.5","16.642","78.5","113","73"
"2023-09-05","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","16.5","12.3","21.2","21.1","0.00","0.00","11.9","20.44","11.946","17.312","13.829","45.125","111","72"
"2023-09-06","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","18.8","13.8","24.5","25.5","0.00","0.00","16.6","15.25","21.192","30.525","23.392","40.5","72","43"
"2023-09-07","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","23.1","16.0","29.3","29.6","0.00","0.00","28.8","19.89","17.854","25.821","17.525","66.583","79","57"
"2023-09-08","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","22.1","16.6","24.7","24.8","0.00","0.00","31.8","17.62","16.487","25.229","11.171","71.917","72","42"
"2023-09-09","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","17.8","13.2","22.6","22.3","0.00","0.00","12.2","19.07","8.862","12.675","16.525","42.208","64","33"
"2023-09-10","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","18.5","10.7","25.0","25.7","0.00","0.00","14.3","19.88","18.946","27.283","29.842","42.333","69","42"
"2023-09-11","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","19.2","13.3","24.6","24.2","10.30","10.30","28.8","14.25","17.779","26.196","11.346","67","75","53"
"2023-09-12","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","14.3","9.3","19.2","17.2","0.00","0.00","16.8","19.22","7.238","10.446","10.258","48.042","67","36"
"2023-09-13","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","16.5","11.0","22.3","20.2","0.00","0.00","16.3","17.19","6.583","9.446","12.042","44.208","40","28"
"2023-09-14","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","18.8","13.5","25.3","23.0","0.00","0.00","20.4","18.86","8.467","12.263","10.767","63.125","47","40"
"2023-09-15","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","20.1","15.2","26.4","25.4","0.00","0.00","21.9","18.58","18.842","28.367","16.883","74.542","67","62"
"2023-09-16","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","19.4","14.4","25.4","26.4","0.00","0.00","12.8","16.44","25.488","37.346","23.925","49.5","88","63"
"2023-09-17","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","19.9","14.4","25.9","27.2","0.10","0.10","11.9","16.28","28.979","43.287","22.337","55.583","85","62"
"2023-09-18","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","18.6","15.1","22.3","22.6","18.60","18.60","20.1","8.86","26.717","42.692","14.6","74.417","108","71"
"2023-09-19","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","14.6","10.9","17.6","14.3","1.90","1.90","28.8","10.02","5.713","8.812","6.625","54.792","83","61"
"2023-09-20","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","11.4","6.1","16.6","15.1","0.00","0.00","10.8","18.36","8.567","12.242","16.879","34.5","46","26"
"2023-09-21","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","15.2","9.1","22.3","18.5","0.40","0.40","24.9","16.66","6.242","8.975","11.342","48.375","51","32"
"2023-09-22","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","13.1","7.7","17.4","13.9","0.10","0.10","20.2","17.92","5.908","8.429","10.492","44","35","26"
"2023-09-23","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","13.7","7.4","20.8","17.9","0.00","0.00","16.4","17.27","9.571","13.663","15.179","40.917","52","32"
"2023-09-24","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","15.5","10.4","20.9","18.0","0.00","0.00","19.3","12.56","14.742","21.308","13.821","51.292","60","34"
"2023-09-25","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","18.0","15.5","21.2","19.8","1.20","1.20","22.6","12.16","17.083","26","11.367","57.75","69","38"
"2023-09-26","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","18.1","14.0","22.7","21.2","0.00","0.00","20.9","13.99","22.104","33.179","11.75","61.042","76","51"
"2023-09-27","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","17.6","12.8","22.4","17.2","2.70","2.70","31.7","11.80","12.788","27.058","10.796","51.708","75","48"
"2023-09-28","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","14.4","10.5","19.4","15.0","0.00","0.00","25.9","14.86","6.858","9.867","9.383","46.542","57","29"
"2023-09-29","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","14.7","9.8","20.4","17.8","4.40","4.40","19.5","11.91","8.062","12.575","14.671","36.792","42","24"
"2023-09-30","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","12.8","9.4","17.5","13.8","4.00","4.00","18.6","10.38","12.529","20.963","12.621","49.708","59","28"
"2023-10-01","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","12.2","8.0","17.7","15.7","0.00","0.00","13.5","13.30","12.25","17.908","15.704","34.167","57","25"
"2023-10-02","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","12.4","7.5","19.3","16.6","0.00","0.00","13.8","15.40","15.525","22.213","18.963","35.542","60","28"
"2023-10-03","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","12.7","7.5","18.2","16.6","21.90","21.90","24.6","10.86","25.771","41.104","25.421","40.167","89","64"
"2023-10-04","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","9.8","6.3","14.0","8.9","1.20","1.20","29.2","12.96","8.308","12.288","6.529","52.125","82","61"
"2023-10-05","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","7.8","2.9","13.3","8.2","0.00","0.00","19.3","15.07","7.042","10.05","10.879","43.792","46","26"
"2023-10-06","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","8.3","3.4","15.0","10.9","0.00","0.00","18.9","14.77","9.321","13.333","14.45","36.042","52","28"
"2023-10-07","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","8.0","1.6","15.1","12.4","0.00","0.00","9.0","13.65","19.083","27.283","26.404","23.708","68","37"
"2023-10-08","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","9.2","1.9","16.7","14.3","0.00","0.00","10.9","11.75","27.275","39.121","36.746","22.167","82","61"
"2023-10-09","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","10.0","3.1","17.3","14.3","0.00","0.00","10.6","13.16","32.229","46.4","23.383","31","107","71"
"2023-10-10","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","10.5","5.4","16.5","12.9","0.00","0.00","13.3","14.22","15.238","21.796","18.933","34.125","94","66"
"2023-10-11","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","10.2","4.1","18.7","15.5","0.00","0.00","11.7","13.51","17.492","25.062","24.183","32.583","74","47"
"2023-10-12","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","12.4","5.6","21.3","18.0","0.00","0.00","15.3","13.29","17.033","25.183","16.846","45.792","68","37"
"2023-10-13","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","13.3","7.6","20.2","17.1","0.00","0.00","16.9","12.68","28.429","42.883","14.513","54","85","62"
"2023-10-14","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","13.8","8.8","19.7","15.8","0.00","0.00","22.4","12.87","33.104","49.629","9.733","67.708","108","71"
"2023-10-15","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","9.2","5.4","12.5","8.7","0.00","0.00","27.3","13.22","3.9","5.621","6.35","51.542","95","66"
"2023-10-16","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","5.6","2.4","9.6","3.2","0.00","0.00","24.7","13.02","4.858","6.95","9.796","42.167","26","24"
"2023-10-17","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","8.4","0.3","15.4","9.7","0.00","0.00","22.8","12.28","10.679","15.358","14.312","39.5","54","27"
"2023-10-18","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","10.2","7.2","14.2","8.7","0.10","0.10","19.5","6.90","9.688","14.587","15.929","34.083","57","26"
"2023-10-19","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","5.8","1.4","9.6","3.9","0.00","0.00","22.8","11.49","8.042","11.671","10.012","37.583","51","21"
"2023-10-20","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","2.1","-0.8","6.2","0.2","0.00","0.00","26.8","11.62","7.392","10.5","10.996","38.042","49","23"
"2023-10-21","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","3.0","-3.2","7.6","3.0","0.40","0.40","18.8","12.25","7.054","10.154","9.483","46","41","26"
"2023-10-22","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","6.2","1.8","11.3","7.1","0.60","0.60","13.6","11.63","12.042","17.508","12.342","36.208","55","24"
"2023-10-23","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","10.8","4.3","17.5","11.9","0.00","0.00","27.1","11.47","20.371","30.992","18.417","38.167","69","38"
"2023-10-24","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","11.9","4.1","16.9","12.6","0.00","0.00","25.1","11.09","30.179","47.917","13.425","43.208","107","71"
"2023-10-25","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","9.6","2.0","17.7","13.9","0.90","0.90","25.7","10.51","20.9","30.958","20.008","31.75","90","64"
"2023-10-26","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","5.1","-0.3","9.1","3.8","0.00","0.00","25.8","11.25","8.258","12.108","11.854","38.25","72","44"
"2023-10-27","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","3.2","-1.2","9.8","4.9","0.00","0.00","11.2","10.72","19.892","28.538","21.679","24.375","67","36"
"2023-10-28","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","3.2","-2.1","10.7","6.7","0.00","0.00","10.1","10.58","50.996","73.108","38.792","10.708","146","83"
"2023-10-29","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","8.3","1.7","15.6","10.9","0.00","0.00","19.8","10.43","23.975","36.075","25.617","27.542","139","81"
"2023-10-30","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","7.6","1.1","11.5","8.8","0.00","0.00","20.7","10.29","30.2","45.446","17.096","31.417","104","70"
"2023-10-31","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","4.6","0.1","10.8","8.3","2.80","2.70","20.5","4.52","34.496","59.937","16.779","29.625","96","67"
"2023-11-01","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","0.2","-3.1","3.9","0.0","0.00","0.00","11.1","9.43","36.512","52.625","22.046","32.667","112","72"
"2023-11-02","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","5.2","-0.6","14.9","10.6","1.40","0.90","30.0","4.40","26.104","45.025","21.033","37.5","106","70"
"2023-11-03","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","-2.8","-6.0","-0.1","-5.4","0.00","0.00","17.1","8.27","15.125","21.792","12.1","45.375","82","61"
"2023-11-04","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","-2.7","-6.4","1.5","-4.6","0.00","0.00","15.9","8.32","13.021","19.004","15.475","38.333","63","32"
"2023-11-05","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","-1.3","-4.1","1.9","-3.5","0.20","0.00","25.3","4.01","13.425","25.954","13.012","39.75","60","28"
"2023-11-06","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","-3.9","-7.3","-1.5","-8.4","22.90","0.00","42.3","1.14","10.233","19.55","5.9","63.542","58","29"
"2023-11-07","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","-11.3","-15.8","-7.5","-14.8","1.70","0.00","28.1","10.26","23.979","34.137","15.371","65.583","74","47"
"2023-11-08","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","-7.8","-16.2","-1.5","-4.5","4.70","0.00","12.8","4.21","60.642","88.383","35.829","39.125","154","89"
"2023-11-09","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","-10.5","-13.5","-6.2","-9.9","0.00","0.00","14.7","6.47","18.3","28.217","31.992","26.833","154","89"
"2023-11-10","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","-13.3","-18.7","-8.4","-14.4","0.00","0.00","18.1","8.97","21.821","31.954","19.433","41.208","82","61"
"2023-11-11","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","-14.8","-17.5","-10.5","-15.1","0.00","0.00","12.2","9.45","21.537","30.904","21.213","42.25","74","47"
"2023-11-12","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","-14.5","-21.0","-9.5","-14.4","0.00","0.00","17.6","9.35","25.808","37.121","21.438","37.292","87","63"
"2023-11-13","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","-9.3","-11.7","-5.8","-11.1","0.00","0.00","17.7","9.08","20.321","29.567","17.946","47.458","82","61"
"2023-11-14","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","-9.8","-14.0","-6.1","-10.8","0.00","0.00","14.9","8.93","34.967","50.637","32.212","29.875","99","68"
"2023-11-15","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","-7.9","-10.6","-4.7","-8.9","0.00","0.00","12.4","8.81","37.271","54.608","27.058","28.875","101","69"
"2023-11-16","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","-3.0","-7.4","-0.5","-4.2","2.70","0.00","16.3","5.17","36.071","56.971","35.833","17","134","79"
"2023-11-17","Harbin","Heilongjiang","Provincial capital","45.8038","126.5349","-10.0","-19.7","-2.6","-8.9","0.50","0.00","27.9","6.57","20.738","29.817","20.696","32.375","101","69"
