"date","city_name","province_level_region","city_type","latitude","longitude","temperature_2m_mean_c","temperature_2m_min_c","temperature_2m_max_c","apparent_temperature_max_c","precipitation_sum_mm","rain_sum_mm","wind_speed_10m_max_kmh","shortwave_radiation_sum_mj_m2","pm2_5_mean_ug_m3","pm10_mean_ug_m3","nitrogen_dioxide_mean_ug_m3","ozone_mean_ug_m3","us_aqi_daily_max","european_aqi_daily_max"
"2023-01-01","Beijing","Beijing","Municipality","39.9042","116.4074","-2.4","-5.8","3.4","-2.1","0.00","0.00","14.1","7.71","79.871","119.171","88.346","6.667","166","102"
"2023-01-02","Beijing","Beijing","Municipality","39.9042","116.4074","-3.2","-6.0","2.6","-1.5","0.00","0.00","17.3","7.92","58.258","83.917","78.113","10.667","170","107"
"2023-01-03","Beijing","Beijing","Municipality","39.9042","116.4074","-4.0","-8.5","1.3","-3.6","0.00","0.00","11.2","7.65","91.508","132.008","111.292","4.167","172","109"
"2023-01-04","Beijing","Beijing","Municipality","39.9042","116.4074","-3.6","-8.0","3.3","-0.8","0.00","0.00","10.8","7.97","153.95","224.612","175.971","1.125","233","167"
"2023-01-05","Beijing","Beijing","Municipality","39.9042","116.4074","-2.8","-7.9","3.4","-0.8","0.00","0.00","10.4","8.02","190.396","274.912","198.404","6.833","260","188"
"2023-01-06","Beijing","Beijing","Municipality","39.9042","116.4074","-0.6","-7.4","8.1","3.0","0.00","0.00","18.6","8.20","127.208","187.129","130.517","9.25","292","214"
"2023-01-07","Beijing","Beijing","Municipality","39.9042","116.4074","-0.2","-4.7","5.3","1.3","0.00","0.00","13.0","6.62","106.442","156.179","119.738","3.958","202","142"
"2023-01-08","Beijing","Beijing","Municipality","39.9042","116.4074","1.7","-4.3","10.5","4.8","0.00","0.00","22.3","8.31","88.421","130.862","93.517","6.5","204","144"
"2023-01-09","Beijing","Beijing","Municipality","39.9042","116.4074","0.5","-3.6","5.9","1.6","0.00","0.00","15.8","8.17","60.212","86.338","77.788","5.333","174","111"
"2023-01-10","Beijing","Beijing","Municipality","39.9042","116.4074","-1.5","-4.9","4.9","0.3","0.00","0.00","12.5","8.21","106.858","153.9","122.388","0.958","184","123"
"2023-01-11","Beijing","Beijing","Municipality","39.9042","116.4074","-1.5","-5.6","4.2","0.2","0.00","0.00","9.3","6.76","193.45","277.638","195.987","2.792","265","192"
"2023-01-12","Beijing","Beijing","Municipality","39.9042","116.4074","0.7","-2.0","2.4","-1.7","2.90","1.60","14.3","1.05","174.637","251.742","107.292","0.583","273","199"
"2023-01-13","Beijing","Beijing","Municipality","39.9042","116.4074","2.0","-2.2","6.7","1.9","0.00","0.00","28.6","2.53","93.825","135.108","55.371","13.667","249","180"
"2023-01-14","Beijing","Beijing","Municipality","39.9042","116.4074","-4.8","-7.8","-2.0","-8.7","0.00","0.00","30.4","6.91","13.188","19.133","32.938","45.875","177","115"
"2023-01-15","Beijing","Beijing","Municipality","39.9042","116.4074","-6.3","-10.5","-0.7","-6.6","0.00","0.00","15.0","9.10","43.35","62.188","67.112","25.458","111","72"
"2023-01-16","Beijing","Beijing","Municipality","39.9042","116.4074","-5.4","-10.8","-0.5","-6.0","0.00","0.00","13.0","9.17","107.667","157.267","120.142","9.625","188","127"
"2023-01-17","Beijing","Beijing","Municipality","39.9042","116.4074","-2.9","-6.9","2.7","-3.4","0.00","0.00","17.6","8.98","61.583","99.738","67.833","14.958","187","126"
"2023-01-18","Beijing","Beijing","Municipality","39.9042","116.4074","-3.8","-7.6","2.8","-2.8","0.00","0.00","12.6","9.20","100.504","150.788","121.925","11.125","185","124"
"2023-01-19","Beijing","Beijing","Municipality","39.9042","116.4074","-2.7","-6.7","4.1","-2.8","0.00","0.00","34.4","9.15","49.329","80.454","54.933","25.458","182","120"
"2023-01-20","Beijing","Beijing","Municipality","39.9042","116.4074","-5.9","-9.1","-2.1","-8.3","0.00","0.00","19.3","9.63","24.15","37.133","43.883","33.667","135","79"
"2023-01-21","Beijing","Beijing","Municipality","39.9042","116.4074","-5.1","-10.2","0.6","-4.5","0.00","0.00","11.3","9.50","81.383","117.8","86.633","7.375","165","101"
"2023-01-22","Beijing","Beijing","Municipality","39.9042","116.4074","-3.5","-7.9","3.3","-1.4","0.00","0.00","13.4","9.22","122.721","184.242","110.896","8.125","204","144"
"2023-01-23","Beijing","Beijing","Municipality","39.9042","116.4074","-6.8","-14.2","-3.4","-8.2","0.80","0.00","30.7","9.21","25.867","40.288","31.371","42","198","138"
"2023-01-24","Beijing","Beijing","Municipality","39.9042","116.4074","-11.3","-14.8","-5.4","-10.6","0.00","0.00","26.3","10.05","25.308","36.212","37.571","46.083","82","61"
"2023-01-25","Beijing","Beijing","Municipality","39.9042","116.4074","-9.4","-13.0","-4.7","-10.6","0.00","0.00","12.5","9.35","79.171","113.496","80.533","10.333","164","101"
"2023-01-26","Beijing","Beijing","Municipality","39.9042","116.4074","-6.0","-11.9","1.0","-5.3","0.00","0.00","18.6","8.92","49.979","73.225","58.267","22.583","179","117"
"2023-01-27","Beijing","Beijing","Municipality","39.9042","116.4074","-3.9","-7.9","1.2","-5.5","0.00","0.00","20.9","10.25","23.125","33.692","38.196","40.5","136","80"
"2023-01-28","Beijing","Beijing","Municipality","39.9042","116.4074","-1.4","-5.9","5.4","0.5","0.00","0.00","18.6","10.25","44.433","68.183","65.079","16.292","124","76"
"2023-01-29","Beijing","Beijing","Municipality","39.9042","116.4074","1.1","-5.4","8.3","2.2","0.00","0.00","18.6","10.27","53.25","80.767","68.475","16","138","81"
"2023-01-30","Beijing","Beijing","Municipality","39.9042","116.4074","-1.2","-5.5","5.8","1.6","0.00","0.00","10.9","10.47","131.608","190.829","157.529","9.542","202","142"
"2023-01-31","Beijing","Beijing","Municipality","39.9042","116.4074","2.8","-4.2","11.8","6.8","0.00","0.00","28.5","10.77","81.529","118.542","134.237","22.333","217","154"
"2023-02-01","Beijing","Beijing","Municipality","39.9042","116.4074","-1.3","-5.2","2.7","-3.4","0.00","0.00","30.4","9.82","19.35","27.896","38.6","45.708","169","105"
"2023-02-02","Beijing","Beijing","Municipality","39.9042","116.4074","-2.7","-5.6","1.3","-3.8","0.00","0.00","10.9","7.68","50.329","72.204","74.279","12.042","130","78"
"2023-02-03","Beijing","Beijing","Municipality","39.9042","116.4074","-2.1","-6.4","4.7","-0.4","0.00","0.00","12.5","10.40","125.829","180.708","132.7","9.5","201","141"
"2023-02-04","Beijing","Beijing","Municipality","39.9042","116.4074","-0.5","-5.1","7.2","1.4","0.00","0.00","17.8","11.10","59.917","87.171","87.288","11.208","200","141"
"2023-02-05","Beijing","Beijing","Municipality","39.9042","116.4074","-1.0","-5.4","5.9","2.1","0.00","0.00","11.3","9.77","154.308","221.258","164.408","10.25","223","158"
"2023-02-06","Beijing","Beijing","Municipality","39.9042","116.4074","0.3","-3.8","6.7","2.2","0.00","0.00","11.3","10.98","104.713","152.625","99.933","8.958","240","172"
"2023-02-07","Beijing","Beijing","Municipality","39.9042","116.4074","-1.7","-6.2","4.8","0.1","0.00","0.00","9.2","11.05","103.017","148.892","103.438","11.292","185","124"
"2023-02-08","Beijing","Beijing","Municipality","39.9042","116.4074","-0.2","-3.9","5.8","1.2","0.00","0.00","12.5","11.28","51.625","73.988","72.888","19.5","186","125"
"2023-02-09","Beijing","Beijing","Municipality","39.9042","116.4074","-0.8","-2.7","0.9","-2.5","1.30","0.00","10.5","2.85","75.412","111.454","67.313","4.042","162","98"
"2023-02-10","Beijing","Beijing","Municipality","39.9042","116.4074","-0.9","-5.2","4.8","0.4","0.00","0.00","13.0","11.31","121.092","174.667","97.979","14.792","199","140"
"2023-02-11","Beijing","Beijing","Municipality","39.9042","116.4074","1.8","-0.7","6.4","3.3","0.00","0.00","10.2","5.47","143.367","206.288","104.829","12.083","213","151"
"2023-02-12","Beijing","Beijing","Municipality","39.9042","116.4074","1.1","-0.9","2.3","-0.8","3.40","1.40","14.7","2.71","108.429","158.658","73.317","8.833","226","161"
"2023-02-13","Beijing","Beijing","Municipality","39.9042","116.4074","0.1","-4.6","6.3","0.4","0.00","0.00","22.1","12.27","45.692","65.871","53.696","31.833","188","127"
"2023-02-14","Beijing","Beijing","Municipality","39.9042","116.4074","-0.2","-3.5","4.2","-0.2","0.00","0.00","18.8","8.59","52.767","77.892","66.229","19.417","140","81"
"2023-02-15","Beijing","Beijing","Municipality","39.9042","116.4074","-1.4","-5.7","3.8","-1.8","0.00","0.00","15.7","11.32","67.846","99.471","69.325","14.625","159","94"
"2023-02-16","Beijing","Beijing","Municipality","39.9042","116.4074","-0.4","-6.1","6.6","2.5","0.00","0.00","9.8","12.27","143.529","207.583","121.925","16.75","214","152"
"2023-02-17","Beijing","Beijing","Municipality","39.9042","116.4074","0.6","-3.8","6.1","3.3","0.10","0.10","11.7","7.26","224.846","323.187","184.525","7.333","294","215"
"2023-02-18","Beijing","Beijing","Municipality","39.9042","116.4074","0.3","-2.4","3.6","0.2","1.10","0.50","16.0","4.48","217.2","312.467","183.096","6.833","359","268"
"2023-02-19","Beijing","Beijing","Municipality","39.9042","116.4074","2.2","-5.1","11.0","5.6","0.00","0.00","17.3","13.09","45.712","67.95","69.988","22.833","292","214"
"2023-02-20","Beijing","Beijing","Municipality","39.9042","116.4074","-0.1","-4.4","5.7","1.5","0.00","0.00","14.7","13.14","35.712","52.796","55.2","26.25","126","77"
"2023-02-21","Beijing","Beijing","Municipality","39.9042","116.4074","-0.8","-6.0","4.9","-0.4","0.00","0.00","14.4","9.92","67.283","96.433","73.046","10.542","158","94"
"2023-02-22","Beijing","Beijing","Municipality","39.9042","116.4074","1.1","-5.1","8.5","3.5","0.00","0.00","15.5","13.07","107.554","154.021","109.671","13.417","186","125"
"2023-02-23","Beijing","Beijing","Municipality","39.9042","116.4074","3.0","-2.5","10.4","7.2","0.00","0.00","12.0","11.79","147.008","211.075","134.192","11.083","219","156"
"2023-02-24","Beijing","Beijing","Municipality","39.9042","116.4074","1.7","-1.4","6.0","1.2","0.00","0.00","17.0","13.46","47.713","68.333","55.683","30","223","158"
"2023-02-25","Beijing","Beijing","Municipality","39.9042","116.4074","1.2","-5.8","8.4","3.2","0.00","0.00","14.3","14.15","41.067","58.725","64.604","23.375","131","78"
"2023-02-26","Beijing","Beijing","Municipality","39.9042","116.4074","2.6","-4.7","10.9","5.7","0.00","0.00","18.0","13.77","88.3","127.138","105.779","23.583","171","108"
"2023-02-27","Beijing","Beijing","Municipality","39.9042","116.4074","3.9","-2.8","11.4","7.1","0.00","0.00","14.5","12.65","122.317","175.671","112.742","14.875","197","137"
"2023-02-28","Beijing","Beijing","Municipality","39.9042","116.4074","6.6","0.3","13.4","6.8","0.00","0.00","28.6","14.09","66.729","96.442","56.946","25.208","203","143"
"2023-03-01","Beijing","Beijing","Municipality","39.9042","116.4074","3.6","-2.5","9.3","3.4","0.00","0.00","24.3","14.93","30.796","45.654","51.2","30.25","158","93"
"2023-03-02","Beijing","Beijing","Municipality","39.9042","116.4074","4.9","-3.3","13.8","7.6","0.00","0.00","22.0","14.92","54.333","78.638","77.212","16.333","151","86"
"2023-03-03","Beijing","Beijing","Municipality","39.9042","116.4074","7.8","-1.9","17.8","14.2","0.00","0.00","18.2","15.21","49.55","76.867","72.492","13.75","147","83"
"2023-03-04","Beijing","Beijing","Municipality","39.9042","116.4074","7.0","-1.3","16.1","12.3","0.00","0.00","12.3","14.91","96.083","143.467","84.192","16.375","177","114"
"2023-03-05","Beijing","Beijing","Municipality","39.9042","116.4074","6.6","-1.0","15.8","12.2","0.00","0.00","10.2","15.13","142.4","208.696","111.362","15.5","215","153"
"2023-03-06","Beijing","Beijing","Municipality","39.9042","116.4074","9.9","0.6","20.0","16.2","0.00","0.00","15.0","15.59","89.079","133.221","87.829","12.792","220","157"
"2023-03-07","Beijing","Beijing","Municipality","39.9042","116.4074","10.7","1.8","20.3","18.7","0.00","0.00","18.7","15.59","123.679","181.971","107.85","18.417","196","136"
"2023-03-08","Beijing","Beijing","Municipality","39.9042","116.4074","12.4","5.3","18.9","13.6","0.00","0.00","22.6","15.46","49.904","74.179","56.762","20.417","201","141"
"2023-03-09","Beijing","Beijing","Municipality","39.9042","116.4074","10.5","1.2","22.3","19.0","0.00","0.00","10.6","15.81","99.933","149.004","110.171","21.833","179","117"
"2023-03-10","Beijing","Beijing","Municipality","39.9042","116.4074","14.8","4.3","25.8","20.2","0.00","0.00","29.1","16.43","72.575","112.779","81.129","28.333","191","131"
"2023-03-11","Beijing","Beijing","Municipality","39.9042","116.4074","10.4","5.6","14.0","9.4","0.90","0.90","40.0","7.52","27.725","48.579","34.121","38.5","162","98"
"2023-03-12","Beijing","Beijing","Municipality","39.9042","116.4074","5.4","-1.7","12.1","5.9","0.00","0.00","28.8","16.83","16.325","26.217","32.758","49.958","86","62"
"2023-03-13","Beijing","Beijing","Municipality","39.9042","116.4074","4.2","-2.1","12.6","8.9","0.00","0.00","11.0","12.51","79.15","114.662","97.433","19.333","165","101"
"2023-03-14","Beijing","Beijing","Municipality","39.9042","116.4074","9.5","2.6","20.1","15.1","0.00","0.00","41.4","17.03","60.267","92.775","61.812","34.625","174","111"
"2023-03-15","Beijing","Beijing","Municipality","39.9042","116.4074","5.0","-2.0","10.6","3.1","0.00","0.00","27.6","17.63","20.525","45.154","36.608","48.083","153","88"
"2023-03-16","Beijing","Beijing","Municipality","39.9042","116.4074","3.8","-3.1","11.1","5.3","0.00","0.00","19.2","16.16","37.612","58.217","63.829","24.208","104","70"
"2023-03-17","Beijing","Beijing","Municipality","39.9042","116.4074","4.7","-2.2","11.0","7.0","0.30","0.00","12.1","11.79","66.229","103.104","70.529","17.375","156","92"
"2023-03-18","Beijing","Beijing","Municipality","39.9042","116.4074","7.4","-1.3","15.9","12.2","0.00","0.00","17.4","18.13","41.663","60.471","60.033","26.458","164","100"
"2023-03-19","Beijing","Beijing","Municipality","39.9042","116.4074","8.6","0.0","16.4","11.6","0.00","0.00","23.5","15.92","76.783","112.975","90.004","33.667","164","100"
"2023-03-20","Beijing","Beijing","Municipality","39.9042","116.4074","9.3","2.8","16.3","13.9","0.00","0.00","9.1","13.48","111.429","161.367","104.817","26.333","189","128"
"2023-03-21","Beijing","Beijing","Municipality","39.9042","116.4074","11.9","4.3","20.2","16.7","1.20","1.20","21.5","11.93","106.204","152.488","86.054","33.625","199","139"
"2023-03-22","Beijing","Beijing","Municipality","39.9042","116.4074","11.4","7.5","16.0","10.0","0.00","0.00","29.6","17.82","33.667","53.858","47.729","42.208","186","125"
"2023-03-23","Beijing","Beijing","Municipality","39.9042","116.4074","8.4","3.6","13.5","7.8","0.00","0.00","24.0","16.18","22.871","37.55","39.625","44.25","97","67"
"2023-03-24","Beijing","Beijing","Municipality","39.9042","116.4074","6.4","0.3","12.5","7.4","0.00","0.00","19.1","16.12","23.496","38.446","45.867","39.792","84","62"
"2023-03-25","Beijing","Beijing","Municipality","39.9042","116.4074","7.3","2.8","13.5","9.6","0.00","0.00","22.0","17.47","43.963","71.692","54.767","31.042","119","74"
"2023-03-26","Beijing","Beijing","Municipality","39.9042","116.4074","7.5","-1.1","14.9","9.1","0.00","0.00","23.4","18.43","44.846","69.562","60.383","31.208","126","77"
"2023-03-27","Beijing","Beijing","Municipality","39.9042","116.4074","11.3","2.3","19.7","15.3","0.00","0.00","19.9","19.01","30.6","47.35","53.95","35.208","123","76"
"2023-03-28","Beijing","Beijing","Municipality","39.9042","116.4074","11.6","2.2","20.6","16.9","0.00","0.00","11.3","18.23","65.125","94.996","83.025","28","155","90"
"2023-03-29","Beijing","Beijing","Municipality","39.9042","116.4074","16.0","6.8","25.3","21.7","0.00","0.00","20.2","18.78","85.262","124.529","100.992","31.667","176","114"
"2023-03-30","Beijing","Beijing","Municipality","39.9042","116.4074","16.5","7.4","24.8","21.5","0.00","0.00","23.4","18.59","80.642","116.308","97.988","48.625","171","108"
"2023-03-31","Beijing","Beijing","Municipality","39.9042","116.4074","16.6","7.4","23.6","18.5","0.00","0.00","25.0","18.41","62.358","89.779","63.554","53.958","168","105"
"2023-04-01","Beijing","Beijing","Municipality","39.9042","116.4074","16.4","9.0","23.1","18.9","0.00","0.00","20.6","17.32","63.3","90.858","61.625","45.458","155","90"
"2023-04-02","Beijing","Beijing","Municipality","39.9042","116.4074","15.4","11.9","19.0","16.7","0.00","0.00","15.1","8.20","69.229","100.233","80.158","25.292","161","97"
"2023-04-03","Beijing","Beijing","Municipality","39.9042","116.4074","14.4","11.1","18.4","14.0","0.00","0.00","17.6","5.10","57.242","85.996","64.604","34.208","160","95"
"2023-04-04","Beijing","Beijing","Municipality","39.9042","116.4074","9.9","7.3","13.9","8.6","12.30","12.30","25.8","2.93","37.579","54.912","34.117","52.292","152","86"
"2023-04-05","Beijing","Beijing","Municipality","39.9042","116.4074","10.9","7.1","15.7","12.1","0.70","0.70","21.1","7.73","25.046","36.629","40.696","53.583","105","70"
"2023-04-06","Beijing","Beijing","Municipality","39.9042","116.4074","12.4","7.7","18.0","13.0","0.10","0.10","26.1","16.55","30.958","50.25","39.675","41.875","104","70"
"2023-04-07","Beijing","Beijing","Municipality","39.9042","116.4074","10.0","2.2","15.6","8.9","0.00","0.00","30.4","20.34","17.254","30.6","36.196","46.75","91","65"
"2023-04-08","Beijing","Beijing","Municipality","39.9042","116.4074","12.5","1.4","21.5","15.5","0.00","0.00","31.8","20.28","24.829","43.725","51.021","35.208","83","61"
"2023-04-09","Beijing","Beijing","Municipality","39.9042","116.4074","14.8","5.6","23.6","19.9","0.00","0.00","19.3","19.53","63.712","93.096","65.625","35.625","154","89"
"2023-04-10","Beijing","Beijing","Municipality","39.9042","116.4074","18.3","7.2","27.7","22.5","0.00","0.00","34.7","16.55","55.625","98.587","60.871","38.625","162","98"
"2023-04-11","Beijing","Beijing","Municipality","39.9042","116.4074","13.4","9.6","17.3","10.2","0.00","0.00","28.9","21.12","13.646","25.796","24.817","67.417","150","85"
"2023-04-12","Beijing","Beijing","Municipality","39.9042","116.4074","14.0","4.3","22.8","16.8","0.00","0.00","24.5","19.47","55.946","86.863","64.896","31.833","149","84"
"2023-04-13","Beijing","Beijing","Municipality","39.9042","116.4074","17.1","8.0","25.9","23.2","0.00","0.00","14.0","17.87","93.938","139.204","86.992","28.208","176","114"
"2023-04-14","Beijing","Beijing","Municipality","39.9042","116.4074","16.9","11.4","21.7","14.8","0.00","0.00","26.1","19.86","46.458","71.354","52.904","39.083","181","120"
"2023-04-15","Beijing","Beijing","Municipality","39.9042","116.4074","13.8","6.0","20.4","16.3","0.00","0.00","19.2","16.72","22.438","51.287","49.754","32.542","127","77"
"2023-04-16","Beijing","Beijing","Municipality","39.9042","116.4074","14.6","6.3","21.4","15.7","0.00","0.00","24.1","20.62","22.183","32.921","54.983","33","78","61"
"2023-04-17","Beijing","Beijing","Municipality","39.9042","116.4074","15.8","8.9","22.7","19.9","1.90","1.90","12.9","18.61","52.925","79.304","61.621","36.625","136","80"
"2023-04-18","Beijing","Beijing","Municipality","39.9042","116.4074","18.1","8.7","27.4","23.9","0.00","0.00","22.3","21.15","53.763","81.608","75.792","35.75","162","98"
"2023-04-19","Beijing","Beijing","Municipality","39.9042","116.4074","18.6","8.9","27.7","23.6","0.00","0.00","27.9","19.98","66.762","102.142","73.054","57.5","156","91"
"2023-04-20","Beijing","Beijing","Municipality","39.9042","116.4074","17.6","14.6","20.3","17.7","0.10","0.10","40.1","5.05","31.979","53.062","42.058","49.542","162","98"
"2023-04-21","Beijing","Beijing","Municipality","39.9042","116.4074","11.5","7.4","14.8","10.6","0.90","0.90","24.9","11.99","25.146","41.546","40.012","44.167","93","66"
"2023-04-22","Beijing","Beijing","Municipality","39.9042","116.4074","9.5","6.0","15.1","12.0","0.30","0.30","17.9","14.38","24.404","35.979","47.154","35.792","80","60"
"2023-04-23","Beijing","Beijing","Municipality","39.9042","116.4074","11.5","6.2","16.3","12.0","0.00","0.00","14.8","9.83","57.475","83.358","66.7","18.625","153","88"
"2023-04-24","Beijing","Beijing","Municipality","39.9042","116.4074","11.8","6.1","18.1","12.8","0.00","0.00","27.6","17.09","39.379","57.537","51.133","44","151","86"
"2023-04-25","Beijing","Beijing","Municipality","39.9042","116.4074","13.8","7.7","20.3","15.8","0.50","0.50","37.1","20.42","21.867","32.713","40.133","40.833","110","72"
"2023-04-26","Beijing","Beijing","Municipality","39.9042","116.4074","13.3","4.4","20.0","13.3","0.30","0.30","26.5","19.39","33.45","48.075","52.217","42.208","96","67"
"2023-04-27","Beijing","Beijing","Municipality","39.9042","116.4074","15.4","9.2","22.2","20.7","3.30","3.30","12.9","12.91","66.725","107.267","91.663","15.458","156","91"
"2023-04-28","Beijing","Beijing","Municipality","39.9042","116.4074","16.1","10.9","23.3","21.2","9.20","9.20","29.1","18.09","61.521","121.271","67.538","32.958","172","109"
"2023-04-29","Beijing","Beijing","Municipality","39.9042","116.4074","16.6","8.2","24.8","20.5","0.00","0.00","25.0","21.43","21.667","46.492","32.375","47.458","154","89"
"2023-04-30","Beijing","Beijing","Municipality","39.9042","116.4074","16.0","7.7","23.4","19.3","0.00","0.00","26.8","21.10","19.3","29.45","43.908","39.833","76","53"
"2023-05-01","Beijing","Beijing","Municipality","39.9042","116.4074","18.2","9.9","27.0","24.4","0.00","0.00","21.6","21.17","46.029","66.9","69.142","40.833","124","76"
"2023-05-02","Beijing","Beijing","Municipality","39.9042","116.4074","21.2","12.8","28.9","26.2","0.80","0.80","22.5","21.10","53.25","77.033","72.021","51.792","147","83"
"2023-05-03","Beijing","Beijing","Municipality","39.9042","116.4074","21.0","13.8","29.1","27.5","0.00","0.00","21.6","21.40","53.008","76.4","75.442","55.25","146","83"
"2023-05-04","Beijing","Beijing","Municipality","39.9042","116.4074","17.0","15.8","19.6","19.5","5.60","5.60","15.6","4.75","34.696","51.942","65.175","26.208","147","83"
"2023-05-05","Beijing","Beijing","Municipality","39.9042","116.4074","17.7","16.0","20.3","17.1","1.40","1.40","25.6","7.87","28.379","40.85","52.538","34.708","99","68"
"2023-05-06","Beijing","Beijing","Municipality","39.9042","116.4074","18.4","12.9","24.3","20.3","0.00","0.00","22.1","16.52","28.858","41.654","36.592","54.583","87","63"
"2023-05-07","Beijing","Beijing","Municipality","39.9042","116.4074","19.1","12.5","25.6","22.0","0.00","0.00","19.8","22.96","36.408","52.4","50.296","42.333","129","78"
"2023-05-08","Beijing","Beijing","Municipality","39.9042","116.4074","20.2","11.1","28.0","24.7","0.00","0.00","19.4","22.70","45.692","65.408","56.971","56.958","124","76"
"2023-05-09","Beijing","Beijing","Municipality","39.9042","116.4074","20.4","13.6","27.5","24.8","0.00","0.00","20.6","19.66","58.962","84.362","55.033","58.792","153","88"
"2023-05-10","Beijing","Beijing","Municipality","39.9042","116.4074","21.5","14.5","29.1","26.4","0.00","0.00","19.3","21.91","55.721","79.971","51.317","66.292","152","87"
"2023-05-11","Beijing","Beijing","Municipality","39.9042","116.4074","21.8","14.8","28.0","23.5","0.00","0.00","22.9","15.78","64.592","92.529","44.708","74.375","157","92"
"2023-05-12","Beijing","Beijing","Municipality","39.9042","116.4074","19.9","13.0","27.3","26.4","1.30","1.30","18.0","17.99","61.075","102.446","60.912","45.708","157","93"
"2023-05-13","Beijing","Beijing","Municipality","39.9042","116.4074","22.3","15.1","28.9","27.1","0.00","0.00","17.5","22.41","18.554","30.488","41.596","50.25","154","89"
"2023-05-14","Beijing","Beijing","Municipality","39.9042","116.4074","23.1","15.5","30.3","30.2","0.00","0.00","15.1","19.68","44.767","67.046","72.212","49.542","117","74"
"2023-05-15","Beijing","Beijing","Municipality","39.9042","116.4074","25.2","15.7","34.9","33.7","0.00","0.00","21.8","21.60","67.508","98.625","84.387","67.875","163","99"
"2023-05-16","Beijing","Beijing","Municipality","39.9042","116.4074","27.5","19.5","34.6","34.6","0.00","0.00","21.4","19.30","64.996","95.025","80.45","60.958","159","94"
"2023-05-17","Beijing","Beijing","Municipality","39.9042","116.4074","22.6","18.3","27.1","26.5","0.00","0.00","22.1","16.80","54.183","79.333","58.154","65.25","162","98"
"2023-05-18","Beijing","Beijing","Municipality","39.9042","116.4074","20.9","13.8","27.4","24.8","0.40","0.40","21.6","22.59","45.583","67.687","65.671","44.833","152","86"
"2023-05-19","Beijing","Beijing","Municipality","39.9042","116.4074","19.1","13.8","25.1","26.5","11.30","11.30","16.2","8.97","65.667","98.25","74.646","42.625","155","90"
"2023-05-20","Beijing","Beijing","Municipality","39.9042","116.4074","20.1","15.8","23.9","18.9","0.00","0.00","29.0","14.39","25.65","46.813","43.958","43.542","161","97"
"2023-05-21","Beijing","Beijing","Municipality","39.9042","116.4074","20.6","16.3","25.8","24.0","0.00","0.00","25.0","18.18","18.787","29.642","38.95","48.042","81","61"
"2023-05-22","Beijing","Beijing","Municipality","39.9042","116.4074","22.2","16.5","28.4","27.7","0.00","0.00","21.7","23.39","21.367","30.979","40.7","48.958","72","45"
"2023-05-23","Beijing","Beijing","Municipality","39.9042","116.4074","22.7","13.4","30.2","28.2","0.00","0.00","20.3","23.28","32.458","46.562","57.146","46.75","103","69"
"2023-05-24","Beijing","Beijing","Municipality","39.9042","116.4074","23.2","17.9","29.2","24.3","0.00","0.00","35.1","19.47","41.179","59.287","44.346","94.25","148","73"
"2023-05-25","Beijing","Beijing","Municipality","39.9042","116.4074","22.1","18.1","27.3","26.2","0.20","0.20","21.9","20.34","46.338","76.254","62.838","54.167","122","76"
"2023-05-26","Beijing","Beijing","Municipality","39.9042","116.4074","22.7","15.2","29.9","29.6","0.00","0.00","19.1","20.42","75.3","115.613","92.546","49.25","166","103"
"2023-05-27","Beijing","Beijing","Municipality","39.9042","116.4074","19.5","17.6","21.7","22.8","10.10","10.10","15.6","5.26","65.388","95.883","94.158","21.833","164","100"
"2023-05-28","Beijing","Beijing","Municipality","39.9042","116.4074","22.1","16.1","28.4","29.1","0.00","0.00","15.3","20.69","68.975","100.321","91.267","56.042","166","102"
"2023-05-29","Beijing","Beijing","Municipality","39.9042","116.4074","25.0","18.5","31.6","31.6","0.00","0.00","18.8","21.60","71.996","103.85","83.346","87.458","183","98"
"2023-05-30","Beijing","Beijing","Municipality","39.9042","116.4074","22.1","19.3","25.2","25.0","0.80","0.80","15.1","6.62","66.146","95.942","96.725","29.458","162","98"
"2023-05-31","Beijing","Beijing","Municipality","39.9042","116.4074","20.9","14.9","25.1","24.2","0.00","0.00","20.9","10.44","73.067","107.179","93.271","31.25","166","103"
"2023-06-01","Beijing","Beijing","Municipality","39.9042","116.4074","24.3","14.6","32.7","29.0","0.00","0.00","28.2","20.99","29.017","55.433","59.475","52","163","98"
"2023-06-02","Beijing","Beijing","Municipality","39.9042","116.4074","24.9","19.2","31.1","28.9","0.00","0.00","24.9","22.52","19.725","29.629","34.008","62.292","88","63"
"2023-06-03","Beijing","Beijing","Municipality","39.9042","116.4074","25.4","17.2","32.1","31.6","0.00","0.00","15.4","22.24","31.129","46.708","41.675","61.25","94","66"
"2023-06-04","Beijing","Beijing","Municipality","39.9042","116.4074","26.6","19.5","33.9","31.7","0.00","0.00","26.5","22.88","29.517","42.887","39.575","62.25","98","67"
"2023-06-05","Beijing","Beijing","Municipality","39.9042","116.4074","27.9","18.9","36.3","33.4","0.00","0.00","20.9","22.63","28.217","45.317","47.896","54.75","90","64"
"2023-06-06","Beijing","Beijing","Municipality","39.9042","116.4074","29.1","21.3","36.2","33.4","0.00","0.00","27.8","24.50","17.425","27.067","37.1","65.125","86","63"
"2023-06-07","Beijing","Beijing","Municipality","39.9042","116.4074","30.3","21.9","38.1","36.8","0.00","0.00","28.3","21.05","21.825","38.692","21.933","86.333","77","59"
