"","date","city_name","province_level_region","city_type","latitude","longitude","temperature_2m_mean_c","temperature_2m_min_c","temperature_2m_max_c","apparent_temperature_max_c","precipitation_sum_mm","rain_sum_mm","wind_speed_10m_max_kmh","shortwave_radiation_sum_mj_m2","pm2_5_mean_ug_m3","pm10_mean_ug_m3","nitrogen_dioxide_mean_ug_m3","ozone_mean_ug_m3","us_aqi_daily_max","european_aqi_daily_max"
"658","2024-10-19","Shanghai","Shanghai","Municipality",31.2304,121.4737,19.2,17,22.5,24.2,0.4,0.4,34.1,6.17,21.275,33.512,43.867,31.417,114,73
"659","2024-10-20","Shanghai","Shanghai","Municipality",31.2304,121.4737,18.8,16.6,21.5,22.7,3.3,3.3,20.2,7.16,26.142,42.246,54.162,23.042,82,61
"660","2024-10-21","Shanghai","Shanghai","Municipality",31.2304,121.4737,20.9,18.3,23.8,26,0.5,0.5,10.4,10.02,51.871,79.696,64.729,11.292,134,79
"661","2024-10-22","Shanghai","Shanghai","Municipality",31.2304,121.4737,18.8,15.3,20.2,22.7,0.1,0.1,23.6,8.62,37.808,55,50.833,6.333,158,93
"662","2024-10-23","Shanghai","Shanghai","Municipality",31.2304,121.4737,15,11.6,18.7,17.1,0,0,22.5,15.64,35.817,55.125,51.612,19,106,70
"663","2024-10-24","Shanghai","Shanghai","Municipality",31.2304,121.4737,16.7,12.9,20.2,18.1,0,0,21,14.34,21.229,38.104,46.8,38.167,101,69
"664","2024-10-25","Shanghai","Shanghai","Municipality",31.2304,121.4737,20.7,16.9,24.2,22.4,0.4,0.4,27.1,12.72,17.321,32.8,25.946,65.625,73,45
"665","2024-10-26","Shanghai","Shanghai","Municipality",31.2304,121.4737,22.5,21.5,24.8,26.9,10.6,10.6,21,5.6,12.737,20.563,36.488,39.833,66,35
"666","2024-10-27","Shanghai","Shanghai","Municipality",31.2304,121.4737,20,17.3,22.5,26,6.3,6.3,26.5,2.9,17.258,27.125,49.925,28.042,64,33
"667","2024-10-28","Shanghai","Shanghai","Municipality",31.2304,121.4737,17.1,13.8,19.9,18.5,0.3,0.3,19.3,9.84,35.004,60.625,58.892,18.958,99,68
"668","2024-10-29","Shanghai","Shanghai","Municipality",31.2304,121.4737,15.7,12.2,20.1,17.9,0,0,16.6,15.16,28.225,45.867,62.408,19.75,99,68
"669","2024-10-30","Shanghai","Shanghai","Municipality",31.2304,121.4737,17.9,14.1,21.5,19.7,0,0,23.2,9.35,19.837,35.25,42.354,48.958,86,63
"670","2024-10-31","Shanghai","Shanghai","Municipality",31.2304,121.4737,19.9,17.8,21.9,21.8,24,24,25,6.02,19.437,35.987,32.708,58.833,74,48
"671","2024-11-01","Shanghai","Shanghai","Municipality",31.2304,121.4737,19.7,17.3,22.3,25,106.8,106.8,41.1,1.37,8.792,13.9,29.138,53.5,70,39
"672","2024-11-02","Shanghai","Shanghai","Municipality",31.2304,121.4737,18.2,15.9,21.7,20.8,0,0,24.5,13.65,48.879,84.833,60.221,32.208,128,77
"673","2024-11-03","Shanghai","Shanghai","Municipality",31.2304,121.4737,17.5,14.1,22.6,24.1,0,0,8.1,14.3,57.792,90.413,71.821,12.167,158,93
"674","2024-11-04","Shanghai","Shanghai","Municipality",31.2304,121.4737,17.6,14.7,21.6,20.5,0,0,19.6,12.04,50.862,85.604,61.75,35.5,152,86
"675","2024-11-05","Shanghai","Shanghai","Municipality",31.2304,121.4737,15,12.1,17.8,15,0,0,19.9,14.06,20.096,34.996,46.988,24.5,138,81
"676","2024-11-06","Shanghai","Shanghai","Municipality",31.2304,121.4737,13.7,10.6,18,14.9,0,0,17.6,14.49,22.042,36.088,55.15,24.167,77,54
"677","2024-11-07","Shanghai","Shanghai","Municipality",31.2304,121.4737,13.7,10.3,17.3,14.6,0,0,14.5,8.56,22.15,36.838,58.229,23.667,75,48
"678","2024-11-08","Shanghai","Shanghai","Municipality",31.2304,121.4737,15.9,12.2,19.3,18,0,0,18.3,9.05,19.467,33.017,53.058,29.833,76,52
"679","2024-11-09","Shanghai","Shanghai","Municipality",31.2304,121.4737,19,17.3,21.5,20.2,0,0,21.9,8.27,16.658,30.6,41.917,43.125,70,39
"680","2024-11-10","Shanghai","Shanghai","Municipality",31.2304,121.4737,17.1,14.6,18.7,18.2,1.7,1.7,18.6,3.63,20.483,33.7,58.817,18.25,71,40
"681","2024-11-11","Shanghai","Shanghai","Municipality",31.2304,121.4737,16.5,13.7,21,20.3,0,0,14.1,12.76,33.683,58.492,61.45,15.833,95,66
"682","2024-11-12","Shanghai","Shanghai","Municipality",31.2304,121.4737,16.5,12.8,20.7,19.7,0,0,16.4,12.03,42.975,67.546,66.721,24.375,118,74
"683","2024-11-13","Shanghai","Shanghai","Municipality",31.2304,121.4737,18.1,15.3,21.6,21.7,0,0,11.4,10.74,47.108,50.471,64.067,42.625,141,81
"684","2024-11-14","Shanghai","Shanghai","Municipality",31.2304,121.4737,20,17.6,23.3,24.7,9.5,9.5,13.6,6.13,31.954,34.275,68.133,30.458,129,78
"685","2024-11-15","Shanghai","Shanghai","Municipality",31.2304,121.4737,20.3,19.4,22.2,24.9,2.2,2.2,10.5,4.46,37.712,38.333,65.958,3.583,109,71
"686","2024-11-16","Shanghai","Shanghai","Municipality",31.2304,121.4737,19.8,18,22.7,24.2,0.8,0.8,11.8,7.88,24.092,25.321,57.338,11.542,106,70
"687","2024-11-17","Shanghai","Shanghai","Municipality",31.2304,121.4737,16.2,13.8,18.2,19,1.7,1.7,20.3,4.34,15.792,18.467,35.367,45.75,78,56
"688","2024-11-18","Shanghai","Shanghai","Municipality",31.2304,121.4737,13.1,12,14.1,10.8,0.1,0.1,18,5.87,14,17.029,29.467,50.833,63,32
"689","2024-11-19","Shanghai","Shanghai","Municipality",31.2304,121.4737,12.7,10.9,15,12.6,0,0,10.3,8.2,26.062,28.812,52.217,34,78,56
"690","2024-11-20","Shanghai","Shanghai","Municipality",31.2304,121.4737,11.8,10,14.3,12.2,0,0,9.5,7.1,41.125,42.704,72.888,11.208,117,74
"691","2024-11-21","Shanghai","Shanghai","Municipality",31.2304,121.4737,11,7.8,14.6,12,0,0,10.7,12.91,74.754,75.467,70.858,9.042,162,98
"692","2024-11-22","Shanghai","Shanghai","Municipality",31.2304,121.4737,11.8,8.2,15.9,14.3,0,0,12,12.36,73.096,78.492,73.271,16.458,179,116
"693","2024-11-23","Shanghai","Shanghai","Municipality",31.2304,121.4737,12,9.6,15.5,12.9,0,0,10.8,11.74,33.687,35.946,64.917,17,163,98
"694","2024-11-24","Shanghai","Shanghai","Municipality",31.2304,121.4737,12.7,9.5,16.6,14.4,0,0,9.3,10.8,40.925,43.342,64.883,19.25,116,74
"695","2024-11-25","Shanghai","Shanghai","Municipality",31.2304,121.4737,14,10.1,18,18,12.8,12.8,19.1,4.43,48.354,50.342,71.25,11.583,137,80
"696","2024-11-26","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.5,6.6,10.7,6.3,2.3,2.3,18.6,11.28,47.108,57.054,59.504,11.417,140,81
"697","2024-11-27","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.6,4.7,11.5,6.5,0,0,18.3,13.09,52.142,56.704,66.646,11.792,144,82
"698","2024-11-28","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.8,4,12.5,7.8,0,0,19.4,13.19,57.262,63.733,67,11.792,155,90
"699","2024-11-29","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.5,3.5,13.6,9.3,0,0,13.9,13.05,68.225,70.604,66.679,7.375,157,92
"700","2024-11-30","Shanghai","Shanghai","Municipality",31.2304,121.4737,9.7,4.1,15.7,13.7,0,0,7.4,12.89,128.629,131.271,77.179,3.583,208,147
"701","2024-12-01","Shanghai","Shanghai","Municipality",31.2304,121.4737,12.5,7.8,18.1,15.4,0,0,9.2,12.66,92.462,94.262,79.675,13.542,203,143
"702","2024-12-02","Shanghai","Shanghai","Municipality",31.2304,121.4737,13.6,8.9,20.5,18.7,0,0,8.8,12.59,126.979,129.404,102.85,4.875,210,149
"703","2024-12-03","Shanghai","Shanghai","Municipality",31.2304,121.4737,12.3,10,15.8,14,0,0,12.7,10.25,50.454,56.75,57.596,26.708,201,142
"704","2024-12-04","Shanghai","Shanghai","Municipality",31.2304,121.4737,11.7,9.6,14.5,12.4,0.1,0.1,8.3,8.56,41.937,48.133,65.983,19.042,137,80
"705","2024-12-05","Shanghai","Shanghai","Municipality",31.2304,121.4737,9.9,7.7,12.6,10.2,0.9,0.9,7.4,4.98,101.304,106.442,81.842,4.375,180,118
"706","2024-12-06","Shanghai","Shanghai","Municipality",31.2304,121.4737,9,6.8,13.3,10.5,0,0,8.3,8.66,151.862,156.696,78.192,5.208,225,160
"707","2024-12-07","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.9,5.5,13,10.1,0,0,14.1,11.49,112.625,115.467,74.038,17.917,241,173
"708","2024-12-08","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.4,3.1,9.6,5.5,0,0,14.9,10.52,36.85,38.588,56.371,20.083,191,130
"709","2024-12-09","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.1,3.3,11,8.3,0,0,7.6,11.87,64.092,66.658,72.562,9.917,155,90
"710","2024-12-10","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.9,8,10.2,7.9,5.9,5.9,10.8,1.64,58.9,62.512,72.258,8.667,161,96
"711","2024-12-11","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.6,5.8,8.2,6,9.9,9.9,14,1.84,53.454,55.179,54.088,17.458,152,87
"712","2024-12-12","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.5,5,10.3,7.1,0,0,12,5.41,45.292,48.312,56.3,20.792,158,94
"713","2024-12-13","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.1,5.1,9.9,5.8,0.1,0.1,16,5.36,79.683,81.733,75.179,6.083,165,101
"714","2024-12-14","Shanghai","Shanghai","Municipality",31.2304,121.4737,4.1,1.8,7.1,2.3,0,0,13.7,12.3,64.546,65.962,58.75,10.125,172,109
"715","2024-12-15","Shanghai","Shanghai","Municipality",31.2304,121.4737,3.5,-0.3,8.1,3.7,0,0,10.3,12.45,109.417,112.75,75.575,10.208,186,124
"716","2024-12-16","Shanghai","Shanghai","Municipality",31.2304,121.4737,5,0.7,10.4,6.3,0,0,10.4,12.41,163.1,165.304,81.962,6.125,231,166
"717","2024-12-17","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.4,1,12.8,9.2,0,0,8.2,12.39,168.571,171.162,91.854,5.458,276,201
"718","2024-12-18","Shanghai","Shanghai","Municipality",31.2304,121.4737,5.2,3.1,8.6,4.4,0.4,0.4,17.2,11.22,56.379,58.85,56.183,22.25,243,175
"719","2024-12-19","Shanghai","Shanghai","Municipality",31.2304,121.4737,4.4,1.5,7.3,3.7,0,0,12,6.89,52.921,55.321,60.042,13.792,151,85
"720","2024-12-20","Shanghai","Shanghai","Municipality",31.2304,121.4737,5.1,1.5,9.4,6.2,0,0,8.1,12.03,139.671,142.675,70.579,5.167,207,146
"721","2024-12-21","Shanghai","Shanghai","Municipality",31.2304,121.4737,3.9,1.3,7.4,2.3,0,0,16.7,12.18,96.717,101.25,63.275,14,230,164
"722","2024-12-22","Shanghai","Shanghai","Municipality",31.2304,121.4737,3.7,0.6,6.6,2.7,0,0,14.4,7.85,56.129,59.362,55.6,14.167,179,117
"723","2024-12-23","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.2,3.9,9.1,6.1,0,0,7.7,4.36,50.162,53.383,61.633,12,151,85
"724","2024-12-24","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.9,3.1,10.7,7.9,0,0,8.4,11.39,63.75,68.054,63.746,13.5,154,89
"725","2024-12-25","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.6,4.7,11.6,10,0,0,6.9,4.38,117.117,122.338,73.646,9.5,192,131
"726","2024-12-26","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.5,3.4,11,7.4,0,0,12.6,11.22,104.383,107.162,57.683,14.917,220,156
"727","2024-12-27","Shanghai","Shanghai","Municipality",31.2304,121.4737,4.9,2,8.2,4.6,0,0,12.2,10.93,69.454,72.45,65.008,13.292,185,124
"728","2024-12-28","Shanghai","Shanghai","Municipality",31.2304,121.4737,2.3,-0.7,5.1,-0.2,0,0,16.3,12.7,87.167,89.383,62.925,11.875,170,107
"729","2024-12-29","Shanghai","Shanghai","Municipality",31.2304,121.4737,3.1,-1,8.3,4.7,0,0,10.2,12.59,130.012,132.662,73.708,5.583,222,158
"730","2024-12-30","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.2,2.9,13,8.9,0,0,12,12.33,87.921,89.758,75.737,9.167,205,144
"731","2024-12-31","Shanghai","Shanghai","Municipality",31.2304,121.4737,6,2.3,9.7,6.2,0,0,11,12.17,91.579,99.721,69.692,12.292,188,127
"732","2025-01-01","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.3,1.2,11.9,9.4,0,0,8.8,12.41,84.833,90.075,73.771,19.583,180,118
"733","2025-01-02","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.3,5.1,13.4,10.7,0,0,10.6,11.43,63.662,68.05,69.133,16.833,171,108
"734","2025-01-03","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.6,3.4,11.1,7.9,0,0,10.1,11.24,58.987,64.375,61.246,18.958,156,91
"735","2025-01-04","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.4,3,12.4,9.2,0,0,9,11.44,66.158,69.913,65.204,18.083,160,96
"736","2025-01-05","Shanghai","Shanghai","Municipality",31.2304,121.4737,9.6,6.1,14.1,10.7,0,0,13.4,10.88,133.538,137.887,86.2,12.25,202,142
"737","2025-01-06","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.7,4.6,11.1,6.1,0,0,15.1,12.83,105.175,111.5,77.146,14.708,230,164
"738","2025-01-07","Shanghai","Shanghai","Municipality",31.2304,121.4737,5.2,1.5,8.8,4.9,0,0,9.6,11.12,103.742,110.338,68.608,7.083,185,124
"739","2025-01-08","Shanghai","Shanghai","Municipality",31.2304,121.4737,5.5,0.1,11,6.4,0,0,13.6,12.48,150.158,152.404,77.025,6.375,249,180
"740","2025-01-09","Shanghai","Shanghai","Municipality",31.2304,121.4737,2.5,0.2,4.5,-0.3,0,0,15.8,12.59,30.992,32.196,48.846,26.208,225,160
"741","2025-01-10","Shanghai","Shanghai","Municipality",31.2304,121.4737,1.1,-1.6,4.1,-0.7,0,0,11.9,12.58,57.488,58.733,56.104,18.208,143,82
"742","2025-01-11","Shanghai","Shanghai","Municipality",31.2304,121.4737,2.1,-1,5.6,1,0,0,8.1,9.23,132.138,134.071,74.125,4.833,202,142
"743","2025-01-12","Shanghai","Shanghai","Municipality",31.2304,121.4737,4.3,0.8,9.7,5,0.1,0.1,12.6,8.25,146.029,149.779,80.596,5.208,230,164
"744","2025-01-13","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.8,1.2,13.1,9.6,0,0,9.8,13.22,131.021,132.888,97.617,11.167,230,165
"745","2025-01-14","Shanghai","Shanghai","Municipality",31.2304,121.4737,10.2,6.1,16.5,14.2,0,0,15.2,8.45,147.508,149.379,80.325,11.5,228,163
"746","2025-01-15","Shanghai","Shanghai","Municipality",31.2304,121.4737,3.7,0.4,7.2,2.7,0,0,18.2,13.62,42.933,44.475,42.137,27.708,222,158
"747","2025-01-16","Shanghai","Shanghai","Municipality",31.2304,121.4737,1.8,-2.7,6.4,1.8,0,0,7.9,12.26,123.642,125.742,73.579,5.875,195,135
"748","2025-01-17","Shanghai","Shanghai","Municipality",31.2304,121.4737,4,-1.4,9.8,6.1,0,0,6.8,14.01,162.346,165.425,88.563,5.792,247,178
"749","2025-01-18","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.4,1.3,12.4,8.8,0,0,8.8,13.59,102.108,109.637,74.646,15.708,237,170
"750","2025-01-19","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.5,2.8,14.5,10.7,0,0,7.9,12.83,178.967,182.85,84.912,5.458,242,174
"751","2025-01-20","Shanghai","Shanghai","Municipality",31.2304,121.4737,8,2.3,13.4,9.7,0,0,8.5,12.74,204.929,209.879,100.467,7.167,323,239
"752","2025-01-21","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.8,2.1,14.9,11.9,0,0,9.9,14.03,111.137,126.762,67.238,15.875,279,204
"753","2025-01-22","Shanghai","Shanghai","Municipality",31.2304,121.4737,10.8,6.1,16.3,13.3,0,0,13,13.56,40.492,44.796,59.262,31.458,190,129
"754","2025-01-23","Shanghai","Shanghai","Municipality",31.2304,121.4737,11,8.6,14.7,12.5,0.2,0.2,12.3,7.96,44.329,48.617,60.875,26.25,124,76
"755","2025-01-24","Shanghai","Shanghai","Municipality",31.2304,121.4737,10.6,8.3,14.5,11.8,0,0,13.6,7.97,40.188,45.292,43.262,32.833,122,75
"756","2025-01-25","Shanghai","Shanghai","Municipality",31.2304,121.4737,9.5,8.9,10.7,7.1,0,0,15.7,4.75,32.562,36.904,39.512,34.542,112,72
"757","2025-01-26","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.5,4.8,8.7,5.7,2.4,2.4,16.2,2.99,46.317,49.204,56.304,13.875,133,79
"758","2025-01-27","Shanghai","Shanghai","Municipality",31.2304,121.4737,3,0.2,5.5,0,0,0,16.8,15.05,41.238,52.35,51.417,20.958,127,77
"759","2025-01-28","Shanghai","Shanghai","Municipality",31.2304,121.4737,2.2,-2.1,6.5,1.2,0,0,15.1,15.19,46.617,47.671,62.617,25.833,125,76
"760","2025-01-29","Shanghai","Shanghai","Municipality",31.2304,121.4737,2.9,-1.5,7.7,4,0,0,9.2,15.17,77.479,78.921,76.662,12.708,166,102
"761","2025-01-30","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.6,1.8,13.5,9.4,0,0,16,14.75,32.667,34.458,42.279,53,166,102
"762","2025-01-31","Shanghai","Shanghai","Municipality",31.2304,121.4737,9.7,8,12.7,11.7,9.7,9.7,13.8,2.73,85.467,87.479,64.608,24.375,169,106
"763","2025-02-01","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.4,6.7,11,7.1,5.8,5.8,20.3,6.91,32.075,33.604,55.421,30.042,177,114
"764","2025-02-02","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.5,4.8,8.5,5.3,0.6,0.6,15.3,7.87,41.462,48.925,47.079,42.083,112,72
"765","2025-02-03","Shanghai","Shanghai","Municipality",31.2304,121.4737,5.2,2.4,8.4,4.2,0,0,15.7,13.22,50.025,55.329,46.021,35.5,136,80
"766","2025-02-04","Shanghai","Shanghai","Municipality",31.2304,121.4737,3.8,-0.2,8,4.2,0.1,0.1,18.8,12.46,129.883,137.979,79.613,14.792,195,135
"767","2025-02-05","Shanghai","Shanghai","Municipality",31.2304,121.4737,4.7,0.6,11.3,7.3,0,0,19.9,14.8,124.633,133.838,70.267,23.583,255,185
"768","2025-02-06","Shanghai","Shanghai","Municipality",31.2304,121.4737,3.9,-1,8.5,5,0,0,7.2,16.01,81.275,83.954,70.458,15.875,199,140
"769","2025-02-07","Shanghai","Shanghai","Municipality",31.2304,121.4737,0.8,-3.5,4.1,0.8,0,0,22.6,14.14,51.246,54.996,49.479,29.875,180,118
"770","2025-02-08","Shanghai","Shanghai","Municipality",31.2304,121.4737,-2.1,-5,1,-3.8,0,0,14,16.61,41.404,42.575,48.354,28.708,139,81
"771","2025-02-09","Shanghai","Shanghai","Municipality",31.2304,121.4737,-0.2,-3.9,3.6,-0.5,0,0,8.1,16.92,73.767,75.271,68.696,17.667,161,96
"772","2025-02-10","Shanghai","Shanghai","Municipality",31.2304,121.4737,2.8,-2.1,8.2,4.7,0,0,10.2,16.43,91.25,93.329,65.696,30.083,186,125
"773","2025-02-11","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.9,3.5,13,9.1,3.8,3.8,17.3,5.61,33.933,38.563,45.483,46.625,176,113
"774","2025-02-12","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.6,4.3,10.2,8.5,0.7,0.7,17.6,4.6,78.338,81.346,62.271,18.167,165,102
"775","2025-02-13","Shanghai","Shanghai","Municipality",31.2304,121.4737,5.1,2,8.9,5.7,0,0,10.4,16.96,46.3,51.642,47.379,37.75,168,104
"776","2025-02-14","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.7,2,11.8,9,0.9,0.9,9.3,8.11,53.412,58.517,62.767,23.542,151,85
"777","2025-02-15","Shanghai","Shanghai","Municipality",31.2304,121.4737,8,5.7,9.7,8.1,9.9,9.9,9.1,2.52,106.392,110.133,65.2,12.75,182,121
"778","2025-02-16","Shanghai","Shanghai","Municipality",31.2304,121.4737,9,3.2,15.3,12.3,0,0,14.1,15.98,135.775,144.217,74.979,15.792,229,164
"779","2025-02-17","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.1,3.5,8.8,5.5,0,0,12.2,13.37,43.8,51.271,43.921,37.542,210,149
"780","2025-02-18","Shanghai","Shanghai","Municipality",31.2304,121.4737,5.9,2.5,10.4,7.8,0,0,10.3,17.5,47.383,53.583,55.179,30.625,133,79
"781","2025-02-19","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.2,2.8,10.5,7.5,0,0,12.4,16.65,46.979,55.171,43.008,45.375,134,79
"782","2025-02-20","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.3,5.1,8.5,4.2,0.7,0.7,12.9,9.2,24.15,28.654,27.412,60.167,129,78
"783","2025-02-21","Shanghai","Shanghai","Municipality",31.2304,121.4737,5.7,3.7,8.4,4.7,0.8,0.8,12.7,10.57,35.333,42.567,33.85,53.542,95,66
"784","2025-02-22","Shanghai","Shanghai","Municipality",31.2304,121.4737,5.6,3.4,8.6,4.3,0.6,0.6,12.1,8,57.379,66.408,57.054,34.833,151,86
"785","2025-02-23","Shanghai","Shanghai","Municipality",31.2304,121.4737,5.3,3.7,7.7,3.5,0.3,0.3,12.7,10.1,71.142,78.554,59.479,28.292,160,95
"786","2025-02-24","Shanghai","Shanghai","Municipality",31.2304,121.4737,4,-0.4,8.3,5.1,0,0,9.7,17.9,109.504,116.663,67.867,24.375,199,139
"787","2025-02-25","Shanghai","Shanghai","Municipality",31.2304,121.4737,5.6,1.9,8.6,5.8,0,0,10.1,4.04,92.437,95.996,66.471,17.375,189,128
"788","2025-02-26","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.1,3,14.5,12.3,0,0,11.6,16.34,155.229,161.483,83.954,13.25,247,178
"789","2025-02-27","Shanghai","Shanghai","Municipality",31.2304,121.4737,11.2,7.6,17,15.6,2,2,11.8,8.61,98.533,101.742,57.621,15.958,230,164
"790","2025-02-28","Shanghai","Shanghai","Municipality",31.2304,121.4737,12.5,7.3,20.2,20.2,0,0,13.5,13.19,79.204,79.983,69.442,10.375,189,128
"791","2025-03-01","Shanghai","Shanghai","Municipality",31.2304,121.4737,20.5,13.9,28.6,27.7,0,0,16.2,17.19,66.675,67.208,73.817,37.833,167,103
"792","2025-03-02","Shanghai","Shanghai","Municipality",31.2304,121.4737,21.8,15.5,29.4,29.2,0.2,0.2,14,17.88,82.392,82.933,85.304,22.583,174,112
"793","2025-03-03","Shanghai","Shanghai","Municipality",31.2304,121.4737,10.1,8.5,14.4,12.7,4.7,4.7,17.5,4.61,34.579,35.892,57.863,21.708,169,106
"794","2025-03-04","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.4,6.5,8.4,6,8.5,8.5,24.5,5.22,24.383,24.942,55.092,19.5,104,70
"795","2025-03-05","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.9,5.4,9.1,5.4,0,0,15.1,8.47,25.379,28.2,44.629,37.625,80,59
"796","2025-03-06","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.9,4.8,10.5,6.8,0.3,0.3,18,17.09,39.438,43.142,40.808,52.875,108,71
"797","2025-03-07","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.7,3.5,10.3,7.9,0,0,9.2,13.2,68.842,75.925,50.2,45.167,154,89
"798","2025-03-08","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.8,1.6,11.9,9.8,0,0,11.2,19.81,139.942,146.867,81.742,17.208,239,171
"799","2025-03-09","Shanghai","Shanghai","Municipality",31.2304,121.4737,9,4.8,13.8,10.8,0.6,0.6,11.7,15.16,40.2,46.713,47.896,55.417,214,152
"800","2025-03-10","Shanghai","Shanghai","Municipality",31.2304,121.4737,11.5,9.4,15.2,14.2,1.6,1.6,8.3,5.39,51.308,56.454,68.542,48.833,133,79
"801","2025-03-11","Shanghai","Shanghai","Municipality",31.2304,121.4737,13.1,9.4,18.4,18.7,0.1,0.1,10.1,9.94,81.421,85.3,109.242,23.167,170,107
"802","2025-03-12","Shanghai","Shanghai","Municipality",31.2304,121.4737,12.6,10.1,13.9,13.8,15.2,15.2,12.3,5.1,39.992,40.988,69.138,13.375,169,105
"803","2025-03-13","Shanghai","Shanghai","Municipality",31.2304,121.4737,10.4,9,12.5,9.2,1.9,1.9,13.8,7.48,33.279,53.133,50.354,36.417,111,72
"804","2025-03-14","Shanghai","Shanghai","Municipality",31.2304,121.4737,10.3,8.8,12.4,10.2,7.4,7.4,12.3,3.99,32.938,40.763,39.954,42.833,105,70
"805","2025-03-15","Shanghai","Shanghai","Municipality",31.2304,121.4737,9.6,7.8,10.7,7.4,3.2,3.2,19.1,4.78,26.896,34.196,41.979,53.417,95,66
"806","2025-03-16","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.9,3.8,9.2,4.9,0.9,0.9,20.3,14.24,50.363,57.5,48.688,39.042,135,79
"807","2025-03-17","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.7,1.2,11.4,8.5,0,0,10.7,21.79,76.613,79.683,74.125,22.292,165,101
"808","2025-03-18","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.5,4.2,11.6,7.9,0,0,18.1,21.54,42.708,47.333,57.929,43.375,165,101
"809","2025-03-19","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.9,1.5,12.2,10.4,0,0,9.4,21.72,63.604,67.008,75.196,25.792,155,89
"810","2025-03-20","Shanghai","Shanghai","Municipality",31.2304,121.4737,11.8,5.1,19.2,16.6,0,0,14.2,21.43,69.35,75.079,74.2,33.083,159,95
"811","2025-03-21","Shanghai","Shanghai","Municipality",31.2304,121.4737,16.9,9.4,24.1,21.2,0,0,14.9,22.11,69.929,77.196,94.246,28.375,164,100
"812","2025-03-22","Shanghai","Shanghai","Municipality",31.2304,121.4737,19.8,12.3,26.4,22.8,0,0,17.7,22.09,79.95,86.725,102.454,29.833,167,104
"813","2025-03-23","Shanghai","Shanghai","Municipality",31.2304,121.4737,21.2,14.3,28.3,25.2,0.7,0.7,17.4,21.48,78,85.138,100,35.625,167,104
"814","2025-03-24","Shanghai","Shanghai","Municipality",31.2304,121.4737,22.2,15.3,28.6,25.4,0.7,0.7,16.6,22.31,90.542,108.158,96.567,38,180,118
"815","2025-03-25","Shanghai","Shanghai","Municipality",31.2304,121.4737,23.9,16.3,31.1,28.6,0,0,14.2,22.44,76.792,93.433,89.529,51.5,175,112
"816","2025-03-26","Shanghai","Shanghai","Municipality",31.2304,121.4737,23.8,17.1,32.3,32.2,0,0,16.8,20.63,72.254,73.283,84.629,73.25,167,104
"817","2025-03-27","Shanghai","Shanghai","Municipality",31.2304,121.4737,16.7,11,21.6,22.8,21.1,21.1,21,8.84,63.525,82.017,74.117,49.167,165,101
"818","2025-03-28","Shanghai","Shanghai","Municipality",31.2304,121.4737,9.1,6.5,12,7.7,12.1,12.1,18.3,7.75,37.4,67.321,46.425,45.625,156,91
