"","X","sale_id","pinx","sale_date","sale_price","sale_nbr","sale_warning","join_status","join_year","latitude","longitude","area","city","zoning","subdivision","present_use","land_val","imp_val","year_built","year_reno","sqft_lot","sqft","sqft_1","sqft_fbsmt","grade","fbsmt_grade","condition","stories","beds","bath_full","bath_3qtr","bath_half","garb_sqft","gara_sqft","wfnt","golf","greenbelt","noise_traffic","view_rainier","view_olympics","view_cascades","view_territorial","view_skyline","view_sound","view_lakewash","view_lakesamm","view_otherwater","view_other","submarket"
"1",5383,"2022..360","..3856900200",2022-01-07,1475000,2,"   ","demo",1999,47.6719727171076,-122.32525782214,43,"SEATTLE","SF 5000","KILBOURNES DIV OF GREEN LAKE ADD",2,77000,66000,1913,0,3000,1780,1120,0,7,0,3,1.5,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"B"
"2",5384,"2022..474","..3674400207",2022-01-07,590000,1,"   ","demo",1999,47.3355594340908,-122.308787581191,26,"FEDERAL WAY","RS7.2","JEANNETTE SOUNDVIEW TRS",2,45000,76000,1959,0,11250,1310,1120,0,7,0,3,1.5,4,1,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I"
"3",5385,"2022..492","..2610700045",2022-01-13,630000,5,"   ","demo",1999,47.743879858521,-122.325977129709,3,"SHORELINE","R6","FOSTER HOWE S NO. 02 ADD",2,65000,87000,1948,0,8154,1080,960,120,6,6,3,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A"
"4",5386,"2022..533","..5486200025",2022-01-13,480000,1,"   ","demo",1999,47.3065841420115,-122.214418089286,28,"AUBURN","R2","MERRITTS 2ND ADD TO AUBURN",2,42100,35000,1947,0,12358,760,760,0,5,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"L"
"5",5387,"2022..603","..7972603195",2022-01-13,650000,2,"   ","demo",1999,47.5259974671499,-122.349672506001,77,"SEATTLE","SF 5000","STATE ADD TO SEATTLE NO. 04",2,41000,53000,1943,0,6096,1330,1330,0,6,0,2,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F"
"6",5388,"2022..873","..9528104795",2022-01-20,1345679,3," 10 ","demo",1999,47.6761166177619,-122.327067497369,43,"SEATTLE","SF 5000","WOODLAWN ADD TO GREEN LAKE",2,81000,98000,1944,0,5850,1180,1180,0,6,0,4,1,2,2,0,0,0,290,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"B"
"7",5389,"2022..926","..5652601225",2022-01-03,2099000,4,"   ","demo",1999,47.6960201144561,-122.300640556197,45,"SEATTLE","SF 7200","MORNINGSIDE HEIGHTS ADD",2,126000,22000,1921,1987,12855,850,850,0,6,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C"
"8",5390,"2022..1307","..7327901525",2022-01-24,400000,1,"   ","demo",1999,47.5307558499049,-122.324078743567,78,"SEATTLE","IB U/45","RIVER PARK ADD",2,40000,7900,1920,0,5000,700,580,0,4,0,3,1.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E"
"9",5391,"2022..1317","..9284802790",2022-01-21,450000,2," 26 ","demo",1999,47.5513376421047,-122.365921825664,18,"SEATTLE","SF 5000","WEST SIDE ADD PLAT NO. 01",2,74000,34000,1941,0,14375,770,770,0,6,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F"
"10",5393,"2022..1491","..7327901525",2022-01-26,437750,2,"   ","demo",1999,47.5307558499049,-122.324078743567,78,"SEATTLE","IB U/45","RIVER PARK ADD",2,40000,7900,1920,0,5000,700,580,0,4,0,3,1.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E"
"11",5394,"2022..1878","..2162000290",2022-01-27,2650000,3,"   ","demo",1999,47.5593999101372,-122.214452723946,34,"MERCER ISLAND","R-15","EAST MERCER HIGHLANDS ADD",2,236000,358000,1974,0,17600,3170,1470,600,10,9,4,2,5,1,2,1,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"S"
"12",5395,"2022..2585","..9367200075",2022-02-01,1600000,3,"   ","demo",1999,47.6616935015361,-122.192571749713,74,"KIRKLAND","RS8.5","WHITES HARRY 4TH ADD TO KIRKLAND",2,165000,86000,1934,1960,7500,1540,770,0,7,0,3,2,2,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,"Q"
"13",5396,"2022..2815","..1402000220",2022-02-16,1494000,2,"   ","demo",1999,47.4425698441366,-122.150611521664,59,"KING COUNTY","R6P","CARRIAGE LANE DIV NO. 01",2,60000,134000,1964,0,47044,2040,2040,0,8,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K"
"14",5397,"2022..2965","..6852700516",2022-02-14,1875000,1,"   ","demo",1999,47.6229335207809,-122.319282592314,15,"SEATTLE","L-3","PONTIUS LINCOLN SUPL PLAT",2,131000,159000,1904,0,3950,1570,1070,0,7,0,3,1.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D"
"15",5398,"2022..2991","..6852700515",2022-02-14,2000000,2,"   ","demo",1999,47.6229327596972,-122.319079687892,15,"SEATTLE","L-3","PONTIUS LINCOLN SUPL PLAT",2,131000,159000,1904,0,3971,1570,1070,0,7,0,3,1.5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D"
"16",5399,"2022..3033","..2205500400",2022-01-28,1660000,4,"   ","demo",1999,47.5765163612883,-122.147078696623,31,"KING COUNTY","R6","EASTGATE ADD DIV G",2,67000,72000,1955,0,8250,1900,950,950,7,5,4,1,4,1,1,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"R"
"17",5400,"2022..3039","..1323059052",2022-02-18,850000,2," 15 ","demo",1999,47.4873938465178,-122.117506244637,32,"KING COUNTY","RA5",NA,2,76000,59000,1943,0,109335,1160,1160,0,6,0,3,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"K"
"18",5401,"2022..3140","..9126100475",2022-02-18,1100000,2,"   ","demo",1999,47.6063807598567,-122.305956886443,15,"SEATTLE","SF 5000","WALLA WALLA ADD",2,26000,67000,1900,0,3600,1490,900,0,7,0,2,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D"
"19",5402,"2022..3208","..8823901220",2022-02-15,1682500,2,"   ","demo",1999,47.665228757401,-122.309137231655,44,"SEATTLE","SF 5000","UNIVERSITY PARK ADD",2,161000,205000,1925,0,4320,4060,1400,1140,8,7,2,1.5,5,2,1,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C"
"20",5403,"2022..3213","..5662100145",2022-02-07,815000,2,"   ","demo",1999,47.760053374297,-122.321999092268,3,"SHORELINE","R6","MORRISON ADD",2,60000,84000,1954,0,6807,1120,1120,0,7,0,3,1,4,1,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A"
"21",5404,"2022..4069","..9352900800",2022-02-25,825000,2," 10 ","demo",1999,47.5183900954773,-122.358246365475,77,"SEATTLE","SF 5000","WHITE CENTER ADD",2,35000,96000,1946,0,4720,1110,990,120,6,6,3,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F"
"22",5405,"2022..4207","..8679600090",2022-02-24,725000,4,"   ","demo",1999,47.6993335551813,-122.174077190902,74,"KIRKLAND","RSX7.2","TREND DIV NO. 03",2,77000,93000,1961,0,12450,1460,1060,400,6,5,3,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Q"
"23",5406,"2022..4337","..6798100265",2022-02-25,962500,2,"   ","demo",1999,47.7142740206519,-122.308879106409,8,"SEATTLE","SF 7200","PINEHURST",2,77000,48000,1942,0,8100,750,750,0,5,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C"
"24",5407,"2022..4424","..9270200250",2022-02-11,3510000,2,"   ","demo",1999,47.6402744061513,-122.363995335335,12,"SEATTLE","SF 5000","WEST QUEEN ANNE ADD",2,115000,126000,1905,0,5400,1130,730,0,7,0,4,1.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D"
"25",5408,"2022..5048","..2708100450",2022-03-09,1650000,3,"   ","demo",1999,47.6827737507202,-122.350740303143,42,"SEATTLE","SF 5000","GARLANDS 1ST ADD",2,78000,121000,1908,0,4000,1320,880,0,6,0,3,1.5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"26",5409,"2022..5060","..0822059041",2022-02-23,980000,1,"   ","demo",1999,47.4014558526586,-122.187406053723,29,"KING COUNTY","R6P",NA,2,60000,181000,1926,1985,26474,2670,2180,0,7,0,3,1.5,5,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"K"
"27",5410,"2022..5201","..3523069006",2022-03-04,2550000,1,"   ","demo",1999,47.4431786090358,-122.010916225092,66,"KING COUNTY","RA5",NA,2,140000,555000,1998,0,126324,4730,2620,0,11,0,3,2,3,2,1,0,0,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K"
"28",5411,"2022..5741","..0723049211",2022-03-10,705600,2,"   ","demo",1999,47.4964217452216,-122.336270690854,23,"KING COUNTY","R6",NA,2,43000,81000,1954,0,10260,1540,820,720,6,5,3,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G"
"29",5412,"2022..5780","..6300500542",2022-03-08,700000,3," 56 ","demo",1999,47.7033710772111,-122.340251371795,6,"SEATTLE","SF 5000","OAK LAKE VILLA TRACTS DIV NO. 02",2,65000,64000,1937,0,5156,800,800,0,6,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"30",5413,"2022..6213","..9178601340",2022-03-08,2795000,3," 15 ","demo",1999,47.6549752061792,-122.329903336541,9,"SEATTLE","SF 5000","WASHINGTON ADD",2,103000,125000,1908,0,6360,810,610,0,6,0,3,1.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"31",5414,"2022..6246","..1428900035",2022-02-25,2500000,3,"   ","demo",1999,47.7738355283861,-122.167468701151,38,"KING COUNTY","R8P","CASCADE VIEW TRS",2,105000,102000,1935,0,41475,1660,1300,0,7,0,3,1.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Q"
"32",5415,"2022..6520","..7812801805",2022-03-16,175000,1,"   ","demo",1999,47.4930783458083,-122.248596469317,25,"KING COUNTY","R6P","SKYWAY PARK ADD",2,45000,58000,1944,0,7150,850,850,0,6,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J"
"33",5416,"2022..6755","..8820901450",2022-03-21,1650000,2,"   ","demo",1999,47.7159232935761,-122.284874187314,8,"SEATTLE","SF 7200","UNIVERSITY LAKE SHORE DIV NO. 01-2-3",2,72000,24000,1924,0,4121,470,470,0,4,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C"
"34",5417,"2022..6955","..1726059053",2022-03-22,3850000,2,"   ","demo",1999,47.7454554534005,-122.194982782488,38,"KING COUNTY","R4P",NA,2,170000,88000,1954,0,209959,1380,1380,0,7,0,4,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Q"
"35",5418,"2022..7263","..6373000210",2022-03-10,1150000,5,"   ","demo",1999,47.5779572866477,-122.412359789665,16,"SEATTLE","L-3","OLSON LAND COS 5TH ADD",2,114000,69000,1925,0,4720,1340,1100,240,6,6,3,1,4,1,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F"
"36",5419,"2022..7427","..6381501636",2022-03-28,915000,4,"   ","demo",1999,47.727026572152,-122.299520040854,8,"SEATTLE","SF 7200","OLYMPIC HILLS ADD",2,79000,60000,1947,0,6840,1780,1330,0,6,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C"
"37",5420,"2022..7543","..9221400635",2022-03-23,850000,3,"   ","demo",1999,47.6737952969475,-122.319097662824,44,"SEATTLE","LDT","WEEDINS DIV OF GREEN LAKE ADD",2,108000,119000,1914,0,3810,1510,1090,0,7,0,3,1.5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"C"
"38",5421,"2022..7892","..9332800150",2022-03-23,4547500,7,"   ","demo",1999,47.634568245441,-122.167666675942,67,"BELLEVUE","R-3.5","WEYMOUR ESTATES",2,124000,145000,1965,0,11280,1920,1920,0,8,0,5,1,3,1,1,0,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"R"
"39",5422,"2022..7962","..0723049290",2022-03-30,215000,1,"   ","demo",1999,47.4951778334945,-122.34071388288,23,"KING COUNTY","R6",NA,2,41000,26000,1951,0,11375,720,720,0,4,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G"
"40",5423,"2022..7981","..4376700560",2022-03-25,1100000,2," 10 15 56 ","demo",1999,47.6366721477616,-122.096327891145,68,"REDMOND","R4","LITTLETREE DIV NO. 01",2,92000,142000,1973,0,9825,2100,1260,840,8,8,3,1,4,1,1,1,240,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"R"
"41",5424,"2022..7982","..8092700310",2022-03-17,655000,4,"   ","demo",1999,47.3659732579516,-122.115118300033,60,"COVINGTON","R4P","SUNCREST PARK NO. 03",2,39000,106000,1975,0,8470,1680,1100,580,7,7,3,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K"
"42",5425,"2022..8163","..7883602325",2022-03-29,554000,1,"   ","demo",1999,47.5224681786477,-122.3247736596,78,"SEATTLE","SF 5000","SOUTH PARK",2,32000,59000,1900,0,9000,1400,920,0,7,0,4,1.5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E"
"43",5426,"2022..8417","..5423500390",2022-03-23,350000,3,"   ","demo",1999,47.2886536413576,-122.358096374784,54,"FEDERAL WAY","RS7.2","MEADOWS OF PANTHER LAKE THE DIV NO. 01",2,35000,75000,1983,0,6480,1060,1060,0,6,0,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I"
"44",5427,"2022..9411","..7972600835",2022-03-24,660000,5,"   ","demo",1999,47.5289003909577,-122.350207275668,77,"SEATTLE","SF 5000","STATE ADD TO SEATTLE NO. 04",2,40000,61000,1945,0,5182,920,920,0,5,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F"
"45",5428,"2022..9449","..2848700585",2022-04-12,515000,5," 26 ","demo",1999,47.5695300942907,-122.360424373859,18,"SEATTLE","L-1","GOTTSTEINS 1ST ADD TO W S",2,19000,80000,1936,0,5000,590,590,0,6,0,3,1,1,1,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,"F"
"46",5429,"2022..9998","..2923059029",2022-04-05,750000,1,"   ","demo",1999,47.4456404676458,-122.191278321411,30,"KING COUNTY","R12P",NA,6,29000,131000,1953,0,30105,1260,1260,0,7,0,3,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"K"
"47",5430,"2022..10040","..1523049139",2022-04-16,510000,2,"   ","demo",1999,47.4828655052474,-122.291441643832,24,"TUKWILA","LDR",NA,2,37000,84000,1952,0,8696,1170,1170,0,7,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J"
"48",5431,"2022..10294","..7278100910",2022-04-08,1649000,1,"   ","demo",1999,47.7690899069653,-122.389158997986,1,"SHORELINE","R6","RICHMOND BEACH REPLAT OF POR OF",2,125000,97000,1925,0,6656,1210,1010,200,6,5,2,1,3,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,"A"
"49",5432,"2022..10455","..2770600595",2022-04-06,2400000,3,"   ","demo",1999,47.6496147856509,-122.38702541163,11,"SEATTLE","SF 5000","GILMANS ADD BLKS 01 THRU 87",2,109000,77000,1909,0,7000,1170,1170,0,6,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"D"
"50",5433,"2022..10716","..1938800030",2022-04-12,2100000,1,"   ","demo",1999,47.5175301684494,-122.021518433124,65,"KING COUNTY","RA5","DECORAH HILLS ASSESSORS PLAT OF",2,90000,194000,1967,0,50094,1730,1730,0,8,0,4,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"R"
"51",5434,"2022..11189","..5589300271",2022-04-21,830000,1,"   ","demo",1999,47.752771925191,-122.310702532209,3,"SHORELINE","R6","MONTE VISTA ADD",2,58000,49000,1926,0,10750,550,550,0,5,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A"
"52",5435,"2022..11664","..1750700030",2022-04-18,800000,2,"   ","demo",1999,47.5581250987035,-122.395952574391,16,"SEATTLE","SF 5000","COPPINGERS ADD",2,87000,23000,1943,0,6500,700,700,0,6,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F"
"53",5436,"2022..11849","..2922069180",2022-04-15,1065000,4,"   ","demo",1999,47.3593620272905,-122.070545343523,56,"COVINGTON","R4P",NA,2,78000,184000,1988,0,52272,2370,2370,0,8,0,3,1,3,2,0,0,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"M"
"54",5437,"2022..12339","..5101405278",2022-04-21,1005000,2,"   ","demo",1999,47.6995360525562,-122.304583726108,7,"SEATTLE","SF 5000","MAPLE LEAF TO GREEN LAKE CIRCLE POR OF",2,61000,95000,1946,0,6200,730,730,0,7,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C"
"55",5438,"2022..12342","..3353400425",2022-04-27,300000,2,"   ","demo",1999,47.2641649000611,-122.251503149154,55,"PACIFIC","RS 8","HILLMANS CD PACIFIC CITY DIV NO. 01",2,42800,32200,1928,0,18000,1200,860,0,5,0,5,1.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I"
"56",5439,"2022..12548","..2144800525",2022-05-03,650000,1,"   ","demo",1999,47.4840958150762,-122.228563739676,25,"KING COUNTY","R12P","EARLINGTON ACRE TRS",2,75000,72000,1931,1988,52707,2130,1670,460,7,6,2,1,4,1,1,0,660,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"J"
"57",5440,"2022..13498","..7855800510",2022-05-04,2215500,2,"   ","demo",1999,47.5656479660977,-122.162249499733,31,"BELLEVUE","R-3.5","SOMERSET NO. 08",2,117000,168000,1969,0,9179,2390,1550,840,8,7,4,1,4,1,2,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"R"
"58",5441,"2022..13538","..3120079124",2022-05-10,2400000,2,"   ","demo",1999,47.1795467260187,-121.956807195701,40,"KING COUNTY","RA5",NA,2,0,0,1984,0,217800,4080,4080,0,10,0,3,1,5,1,2,2,0,620,0,0,0,0,4,0,3,4,0,0,0,0,0,0,"M"
"59",5442,"2022..14009","..4151800315",2022-05-13,2050000,1,"   ","demo",1999,47.6657799916745,-122.203129874983,74,"KIRKLAND","RS5.0","LAKEVIEW TERRACE ADD",2,62500,50800,1942,0,5640,910,910,0,6,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Q"
"60",5443,"2022..14128","..1924059126",2022-05-02,5375000,3,"   ","demo",1999,47.551007036262,-122.21144710524,34,"MERCER ISLAND","R-15",NA,2,346000,146000,1959,0,15000,1950,1120,830,7,7,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,"S"
"61",5444,"2022..14627","..3300700285",2022-04-28,911000,3,"   ","demo",1999,47.6928839154707,-122.380782793231,5,"SEATTLE","SF 5000","HIGHLAND VIEW ADD",2,80000,85000,1940,0,4000,1460,730,730,6,5,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"62",5445,"2022..15520","..8701600250",2022-05-23,800000,2," 15 ","demo",1999,47.5750254146461,-122.379959581008,48,"SEATTLE","SF 5000","TULLS 1ST ADD TO W S",2,65000,116000,1916,0,5000,940,940,0,6,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F"
"63",5446,"2022..15789","..7227800115",2022-05-11,2798500,3,"   ","demo",1999,47.5096650948939,-122.17803520285,64,"RENTON","CHECK WITH JURIS.","RENTON HIGHLANDS NO. 02 CORR PLAT",2,66000,58000,1943,0,20223,1150,1150,0,5,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"R"
"64",5447,"2022..15822","..4083800770",2022-05-26,1325000,2,"   ","demo",1999,47.6637987723897,-122.338607282185,9,"SEATTLE","SF 5000","LAKE UNION 2ND ADD",2,73500,84400,1910,0,4000,1100,660,0,7,0,4,1.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"65",5448,"2022..15831","..3762800010",2022-05-24,1900000,3,"   ","demo",1999,47.7118109733633,-122.227975492897,37,"KING COUNTY","R6P","JUANITA REALTY NO. 01",2,65000,203000,1997,0,9660,2180,1040,0,8,0,3,2,3,1,1,1,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Q"
"66",5449,"2022..15929","..9212900800",2022-05-18,1325000,4,"   ","demo",1999,47.6871714985502,-122.291849917352,45,"SEATTLE","SF 5000","WEDGWOOD ADD",2,77500,79600,1941,0,6000,1160,960,200,7,6,3,1,4,2,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C"
"67",5450,"2022..16011","..1623049166",2022-05-28,525000,2,"   ","demo",1999,47.4813683844684,-122.298530878892,24,"SEA-TAC","UL-7200",NA,2,37000,99000,1968,0,7974,1290,1290,0,7,0,4,1,3,1,1,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J"
"68",5451,"2022..16042","..5101404902",2022-05-24,1017000,2,"   ","demo",1999,47.6983102176091,-122.306528273645,7,"SEATTLE","SF 5000","MAPLE LEAF TO GREEN LAKE CIRCLE POR OF",2,73000,123000,1940,0,9408,1460,1460,0,7,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C"
"69",5452,"2022..16068","..7625702325",2022-05-26,927000,2," 15 ","demo",1999,47.5493426237698,-122.388215139881,16,"SEATTLE","SF 5000","SEA VIEW PARK",2,103000,91000,1922,0,6500,1050,700,0,6,0,4,1.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"F"
"70",5453,"2022..16584","..0476000125",2022-05-24,1160000,2,"   ","demo",1999,47.6714227406345,-122.392535517493,19,"SEATTLE","L-1","BALLARDS 2ND TO GILMAN PARK",2,90000,60000,1920,0,3500,1280,820,0,7,0,3,1.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"71",5454,"2022..16788","..1550000645",2022-05-30,1125000,1," 35 ","demo",1999,47.774969343931,-121.907953161923,70,"KING COUNTY","RA5","CHERRY GARDENS DIV NO. 03",2,93000,51000,1980,1996,426888,860,860,0,5,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"72",5455,"2022..17778","..9274201450",2022-06-06,1350000,2,"   ","demo",1999,47.5889595264401,-122.388542019148,48,"SEATTLE","SF 5000","WEST SEATTLE L&I CO 2ND PLAT OF B 23-61",2,75000,86300,1908,0,6250,1300,790,0,7,0,4,1.5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F"
"73",5456,"2022..17949","..2968801035",2022-06-10,830720,3,"   ","demo",1999,47.4576664157209,-122.351600765508,23,"BURIEN","R-6","GUNTHERS HIGHLAND VIEW TRS",2,55000,49000,1949,0,7620,720,720,0,5,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G"
"74",5457,"2022..18272","..1021049024",2022-06-10,2240000,3,"   ","demo",1999,47.3215858407102,-122.285019797488,27,"KING COUNTY","R4",NA,2,208000,691000,1989,0,265280,7350,2450,2450,11,11,3,2,5,4,1,1,0,1110,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"I"
"75",5458,"2022..18395","..1630700170",2022-06-06,1425000,1,"   ","demo",1999,47.756668116731,-122.091868576991,36,"KING COUNTY","RA5P","CLIFFORDS COTTAGE LK TRACTS",2,164000,75000,1942,0,36000,1020,1020,0,5,0,4,1,2,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,"P"
"76",5459,"2022..18579","..3346300315",2022-06-13,822000,4,"   ","demo",1999,47.5268295055515,-122.185290275057,64,"NEWCASTLE","R-4","HILLMANS LAKE WASH GARDEN OF EDEN NO. 08",2,62000,81000,1947,1985,7980,920,920,0,6,0,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"R"
"77",5460,"2022..19443","..3422079004",2022-06-20,190000,2,"   ","demo",1999,47.3540122758834,-121.897331170426,40,"KING COUNTY","RA5",NA,2,0,0,1950,0,223898,360,360,0,4,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"M"
"78",5461,"2022..19550","..2254501235",2022-06-14,1450000,1," 10 ","demo",1999,47.612257303809,-122.315034610337,15,"SEATTLE","L-3","EDES & KNIGHTS ADD SUPPL",2,59000,106000,1900,0,4352,1170,1170,0,7,0,2,1.5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D"
"79",5462,"2022..19926","..3438501691",2022-06-29,895000,2,"   ","demo",1999,47.5440372930154,-122.359004605874,18,"SEATTLE","SF 5000","HOMECROFT ADD",2,46000,80000,1943,0,20916,930,930,0,6,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F"
"80",5463,"2022..20099","..2824600195",2022-06-27,1215000,2,"   ","demo",1999,47.5754181301667,-122.377800103117,48,"SEATTLE","SF 5000","GOLDSCHMIDTS ADD",2,90000,210000,1955,0,5000,2090,1270,820,8,8,4,1,4,2,0,0,0,310,0,0,0,0,0,0,2,0,0,1,0,0,0,0,"F"
"81",5464,"2022..20225","..1326039004",2022-06-22,1500000,4,"   ","demo",1999,47.7443908858018,-122.356390922077,2,"SHORELINE","R6",NA,2,195000,88000,1903,0,45738,2420,1300,0,8,0,4,2,4,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"A"
"82",5465,"2022..20401","..3735900140",2022-06-23,1499000,2,"   ","demo",1999,47.6900779622649,-122.317965121508,7,"SEATTLE","SF 5000","JOHNSONS GREEN LAKE ADD",2,86000,158000,1924,0,7200,1840,1060,0,7,0,4,1.5,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"C"
"83",5466,"2022..20759","..6415100110",2022-06-29,825000,1,"   ","demo",1999,47.7270828601758,-122.332301646742,6,"SEATTLE","SF 7200","ORR H E PARK DIV NO. 07",2,71000,90000,1934,0,9360,1000,1000,0,7,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
