"","X","sale_id","pinx","sale_date","sale_price","sale_nbr","sale_warning","join_status","join_year","latitude","longitude","area","city","zoning","subdivision","present_use","land_val","imp_val","year_built","year_reno","sqft_lot","sqft","sqft_1","sqft_fbsmt","grade","fbsmt_grade","condition","stories","beds","bath_full","bath_3qtr","bath_half","garb_sqft","gara_sqft","wfnt","golf","greenbelt","noise_traffic","view_rainier","view_olympics","view_cascades","view_territorial","view_skyline","view_sound","view_lakewash","view_lakesamm","view_otherwater","view_other","submarket"
"10559",385979,"2022..24333","..8078450560",2022-07-27,1500000,1,"   ","nochg",2022,47.6319736406677,-122.025208418736,35,"SAMMAMISH","R4","SUMMER RIDGE DIV NO. 06",2,550000,826000,1991,0,8500,2300,1190,0,8,0,3,2,4,2,0,1,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"O"
"10560",385980,"2022..24335","..0114100710",2022-08-08,884000,2,"   ","nochg",2022,47.7673712527982,-122.241110891026,38,"KENMORE","R1","ALDERWOOD MANOR NO. 14",2,484000,111000,1932,0,63597,840,840,0,6,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Q"
"10561",385981,"2022..24338","..0952005145",2022-07-28,825000,4,"   ","nochg",2022,47.5640065007295,-122.381016550194,48,"SEATTLE","RSL (M)","BOSTON COMPANYS PLAT OF W S",2,314000,475000,1919,0,3795,1560,710,850,6,6,4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F"
"10562",385982,"2022..24339","..4322300010",2022-08-08,670000,3,"   ","nochg",2022,47.2823509183854,-122.301157458287,55,"KING COUNTY","R4","LINCOLN PARKHAVEN ADD",2,125000,416000,1967,0,9600,1970,1300,670,7,7,4,1,4,2,1,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I"
"10563",385983,"2022..24340","..2193310530",2022-08-08,1150000,1,"   ","nochg",2022,47.6944801101885,-122.095383773726,72,"REDMOND","R4","EAST VALLEY HEIGHTS NO. 02",2,724000,493000,1982,0,8812,1710,980,0,8,0,3,2,3,1,1,1,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P"
"10564",385984,"2022..24346","..1995200045",2022-08-11,844950,2,"   ","nochg",2022,47.6961465432369,-122.324154518316,7,"SEATTLE","NR3","DENNYS J W FIFTH AVE ADD",2,374000,375000,1939,0,5712,1020,620,400,6,6,5,1,3,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"C"
"10565",385985,"2022..24348","..8562600210",2022-08-08,945088,1,"   ","nochg",2022,47.6696446863718,-122.154319031064,93,"REDMOND","R6","TALLYHO NO. 03",2,869000,360000,1964,0,8084,1260,1260,0,8,0,3,1,3,1,1,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Q"
"10566",385986,"2022..24351","..9222400090",2022-08-05,850000,3,"   ","nochg",2022,47.6753306844982,-122.322063908493,43,"SEATTLE","NR3","WEEDINS HOMESTEAD ADD",2,362000,376000,1924,0,3088,1720,1090,240,7,5,3,1.5,3,1,0,0,240,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"B"
"10567",385987,"2022..24352","..1081330070",2022-08-08,600000,2,"   ","nochg",2022,47.4696101375527,-122.117657520183,32,"KING COUNTY","R4","BRIARWOOD SOUTH NO. 06",2,269000,552000,1975,0,14930,2430,1400,0,8,0,3,2,4,1,1,1,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K"
"10568",385988,"2022..24353","..4232901720",2022-08-11,1640000,2,"   ","nochg",2022,47.6337496815775,-122.359097823545,12,"SEATTLE","NR3","LAWS 2ND ADD",2,750000,535000,1908,0,2800,1770,1150,0,7,0,5,1.5,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D"
"10569",385989,"2022..24357","..4222700230",2022-08-04,575000,2,"   ","nochg",2022,47.3413647600885,-122.30499323388,26,"FEDERAL WAY","RS7.2","LAURELWOOD SOUTH DIV NO. 03",2,147000,390000,1964,0,7570,1920,1320,600,7,7,3,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I"
"10570",385990,"2022..24359","..9320870050",2022-08-03,550000,1,"   ","nochg",2022,47.3876380722356,-122.211591233267,61,"KENT","SR-6","WESTVIEW TRACE",2,199000,296000,1978,0,7750,1630,1120,510,7,7,3,1,3,1,1,0,220,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"L"
"10571",385991,"2022..24360","..7923100220",2022-08-04,1360000,3,"   ","nochg",2022,47.5827713267104,-122.123304758378,47,"BELLEVUE","R-5","SPIRITRIDGE NO. 04",2,552000,648000,1994,0,7783,2150,1290,860,7,7,3,1,4,2,0,1,300,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"R"
"10572",385992,"2022..24362","..1560870330",2022-08-04,779900,4,"   ","nochg",2022,47.491434724086,-122.158719237949,32,"RENTON","R-14","CHERRYWOOD LANE",2,260000,494000,1998,0,3950,1630,840,0,8,0,3,2,3,1,1,1,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K"
"10573",385993,"2022..24363","..8651730020",2022-08-02,935000,1,"   ","nochg",2022,47.730593411159,-122.216423768146,37,"KIRKLAND","RSA 6","TIMBERWOOD NO. 04",2,473000,643000,1980,0,10100,2460,1390,1070,8,8,3,1,5,1,2,0,280,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Q"
"10574",385994,"2022..24365","..3917400125",2022-08-10,400000,3,"   ","nochg",2022,47.424345118917,-122.320077430494,96,"DES MOINES","RS-7200","KNIGHTS 2ND ADD TO DES MOINES",2,198000,272000,1976,0,11857,2430,2430,0,6,0,3,1,3,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"G"
"10575",385995,"2022..24371","..1446403895",2022-08-02,561500,3,"   ","nochg",2022,47.4855384071032,-122.324253067865,96,"BURIEN","RS-7200","CEDARHURST DIV NO. 01",2,189000,252000,1944,0,7128,1390,1070,0,6,0,3,1.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G"
"10576",385996,"2022..24373","..6123600120",2022-07-26,420000,4,"   ","nochg",2022,47.424675595849,-122.330282425477,96,"DES MOINES","RS-7200","NORMANDY VISTA DIV NO. 05",2,248000,244000,1953,0,10650,1270,1270,0,7,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G"
"10577",385997,"2022..24375","..0426069041",2022-08-04,1200000,2,"   ","nochg",2022,47.7741149837133,-122.051224488143,95,"KING COUNTY","RA5","",2,771000,834000,1985,0,286624,3920,1590,1530,8,7,3,2,4,3,1,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P"
"10578",385998,"2022..24376","..1646500870",2022-08-10,994999,2,"   ","nochg",2022,47.6856993864163,-122.356457183037,82,"SEATTLE","NR3","CLOVERDALE ADD & SUPL",2,405000,550000,1922,0,3090,1240,940,0,7,0,4,1.5,4,2,0,0,160,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"10579",385999,"2022..24381","..4140090340",2022-08-01,1367500,3,"   ","nochg",2022,47.7678572375319,-122.26205494877,4,"KENMORE","R6","LAKEMORE ESTATES",2,390000,770000,1977,0,9660,2800,1170,890,8,8,5,2,4,2,1,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A"
"10580",386000,"2022..24382","..8819901050",2022-08-10,625000,1,"   ","nochg",2022,47.6705675181256,-122.289876982921,44,"SEATTLE","NR3","UNIVERSITY HOME TRS",2,610000,97000,1920,0,4280,1080,820,260,7,6,3,1,2,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,"C"
"10581",386001,"2022..24385","..5210200060",2022-08-02,1005000,3,"   ","nochg",2022,47.6976580071052,-122.284405971931,8,"SEATTLE","NR2","MATTHEWS SAND POINT GARDEN TRACTS",2,428000,669000,1920,0,7200,2250,1800,240,7,7,5,1.5,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"C"
"10582",386002,"2022..24387","..8108600021",2022-08-11,581000,2,"   ","nochg",2022,47.4639486176699,-122.276162564652,24,"TUKWILA","LDR","SUNNYDALE GARDENS DIV NO. 01",2,414000,190000,1952,0,43302,2310,1310,1000,7,6,3,1,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"J"
"10583",386003,"2022..24388","..7621700130",2022-08-08,988000,4,"   ","nochg",2022,47.5769145167836,-122.411639461491,16,"SEATTLE","NR3","SEA SHORE 2ND ADD",2,335000,523000,1915,0,3600,1130,1130,0,6,0,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F"
"10584",386004,"2022..24389","..2540800390",2022-08-08,1175000,4,"   ","nochg",2022,47.7207896334924,-122.236184643703,37,"KIRKLAND","RSA 6","FINN CREEK ADD",2,571000,547000,1978,0,8446,1820,920,0,8,0,4,2,4,2,0,1,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Q"
"10585",386005,"2022..24390","..5649000080",2022-08-09,1030000,1,"   ","nochg",2022,47.7263838620112,-122.210242798371,37,"KIRKLAND","RSA 6","MORNING HEIGHTS DIV NO. 01",2,496000,399000,1971,0,8625,1790,1170,0,7,0,3,1.5,5,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,"Q"
"10586",386006,"2022..24396","..9542801730",2022-08-01,650000,8,"   ","nochg",2022,47.3013342948798,-122.371744509059,53,"FEDERAL WAY","RS7.2","WOODRIDGE PARK",2,160000,384000,1978,0,9200,2070,1270,800,7,7,4,1,4,2,1,0,220,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I"
"10587",386007,"2022..24398","..1446400425",2022-08-05,425000,1,"   ","nochg",2022,47.4828088788101,-122.332887298466,96,"BURIEN","RS-7200","CEDARHURST DIV NO. 01",2,199000,209000,1965,0,6207,990,990,0,6,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G"
"10588",386008,"2022..24399","..1270000170",2022-08-03,1185000,2,"   ","nochg",2022,47.709430464512,-122.226326735031,37,"KIRKLAND","RSA 6","BURTON ESTATE ASSESSORS PLAT OF",2,774000,499000,1972,0,17571,2090,2090,0,9,0,3,1,4,1,1,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Q"
"10589",386009,"2022..24401","..5702200140",2022-08-11,567000,2,"   ","nochg",2022,47.4074855314426,-122.201189869309,59,"KENT","SR-6","MOUNT VIEW PARK PLAT",2,217000,253000,1964,0,11223,1240,1240,0,7,0,3,1,3,1,0,1,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K"
"10590",386010,"2022..24402","..4010800115",2022-08-02,1410000,2,"   ","nochg",2022,47.4360099716902,-122.106016024288,60,"KING COUNTY","R6","LAKE DESIRE VIEW ADD",2,291000,889000,1997,0,38006,3660,2460,0,9,0,3,2,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K"
"10591",386011,"2022..24403","..1402620110",2022-08-08,748900,3,"   ","nochg",2022,47.439001593292,-122.142500947467,51,"KING COUNTY","R6","CARRIAGE WOOD DIV NO. 03",2,192000,545000,1983,0,7440,2460,1370,0,8,0,3,2,4,1,1,1,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K"
"10592",386012,"2022..24407","..0871000365",2022-07-26,1140000,4,"   ","nochg",2022,47.650871982121,-122.403932739769,11,"SEATTLE","NR3","BLUFF PARK ADD",2,615000,421000,1952,0,6122,1720,950,770,7,6,4,1,3,1,1,0,210,60,0,0,0,0,2,0,0,2,0,0,0,0,0,0,"D"
"10593",386013,"2022..24410","..0722079057",2022-08-05,1100000,1," 15 ","nochg",2022,47.4072470328273,-121.96453717227,84,"KING COUNTY","RA5","",2,365000,1004000,1958,0,183823,5470,3130,2340,8,8,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"M"
"10594",386014,"2022..24411","..0425049063",2022-08-11,1775000,1,"   ","nochg",2022,47.6856194509008,-122.296767484711,45,"SEATTLE","NR3","",2,922000,744000,1926,0,14562,2890,1120,350,9,7,3,2,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C"
"10595",386015,"2022..24414","..3536900130",2022-08-04,3200000,4,"   ","nochg",2022,47.6375575684516,-122.22418085313,33,"HUNTS POINT","R20","HUNTS POINT LANE ADD",2,1999000,926000,1983,0,21028,3290,2750,0,10,0,4,2,5,3,0,1,0,770,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"S"
"10596",386016,"2022..24416","..1402620170",2022-08-12,900000,1,"   ","nochg",2022,47.4387161821397,-122.141543244165,51,"KING COUNTY","R6","CARRIAGE WOOD DIV NO. 03",2,192000,565000,1983,0,8343,2370,1340,0,8,0,4,2,4,2,0,1,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K"
"10597",386017,"2022..24417","..0621069077",2022-08-10,850000,2,"   ","nochg",2022,47.3413921440081,-122.084309197542,58,"KING COUNTY","RA5","",2,360000,286000,1960,0,164221,2160,1080,1080,7,6,5,1,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"M"
"10598",386018,"2022..24421","..3364900215",2022-08-02,798000,2,"   ","nochg",2022,47.6741528209179,-122.325918601973,43,"SEATTLE","NR3","HILLMANS SCHOOLHOUSE DIV ADD",2,545000,173000,1907,0,3060,960,960,0,7,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"10599",386019,"2022..24422","..3303700340",2022-08-09,1100000,1," 15 56 ","nochg",2022,47.6225996784537,-122.313940799743,13,"SEATTLE","LR3 (M)","HIGHLANDS ADD",2,640000,371000,1904,0,3366,1600,820,0,7,0,3,1.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D"
"10600",386020,"2022..24428","..7229800395",2022-08-10,885000,2,"   ","nochg",2022,47.4799068780774,-122.113419775943,32,"KING COUNTY","R4","RENTON SUBURBAN TRACTS DIV NO. 02",2,284000,534000,1960,0,28611,2270,1450,820,7,6,4,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K"
"10601",386021,"2022..24431","..2539500056",2022-07-20,575000,4,"   ","nochg",2022,47.5682365976625,-122.295664008574,79,"SEATTLE","NR3","FINE ADD",2,440000,40000,1948,0,11088,870,870,0,6,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E"
"10602",386022,"2022..24437","..7511700100",2022-08-03,1250000,2,"   ","nochg",2022,47.474833593614,-121.710938842351,80,"KING COUNTY","RA5","SALLAL PRAIRIE ESTATES",2,453000,704000,1997,0,36137,2750,1270,0,8,0,4,2,4,2,0,1,0,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"10603",386023,"2022..24442","..9538910030",2022-07-28,1400000,1,"   ","nochg",2022,47.5908994683612,-122.160442176602,68,"BELLEVUE","R-3.5","WOODMOOR DIV NO. 02",2,967000,563000,1986,0,17240,3150,1600,1550,8,7,3,1,3,2,0,1,0,940,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"R"
"10604",386024,"2022..24443","..7322910060",2022-07-29,1500000,1,"   ","nochg",2022,47.6561993466446,-122.016757888699,71,"KING COUNTY","RA2.5","RIMWOOD DIV NO. 02",2,499000,929000,1990,0,42613,2350,1380,0,9,0,3,2,3,2,0,1,0,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"O"
"10605",386025,"2022..24445","..8122101095",2022-08-03,740000,3,"   ","nochg",2022,47.5372165691917,-122.37019489436,77,"SEATTLE","NR3","SUNRISE HEIGHTS ADD",2,282000,345000,1945,0,6500,1740,870,870,6,5,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F"
"10606",386026,"2022..24447","..9551202030",2022-08-05,1300000,3,"   ","nochg",2022,47.6727437939185,-122.334614880602,43,"SEATTLE","NR3","WOODS SOUTH SHORE DIV OF GREEN LK",2,731000,337000,1904,0,4599,1780,890,890,7,6,4,1,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,"B"
"10607",386027,"2022..24449","..4124000380",2022-08-11,680400,1,"   ","nochg",2022,47.3814612032679,-122.045325580476,56,"MAPLE VALLEY","R-6","LAKE WILDERNESS ESTATES",2,212000,427000,1988,0,15407,1560,1200,360,8,8,3,1,3,1,1,1,280,140,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"M"
"10608",386028,"2022..24450","..4054510180",2022-08-09,2098000,2,"   ","nochg",2022,47.7218849158339,-122.046517392737,95,"KING COUNTY","RA2.5","LAKE OF THE WOODS DIV NO. 02",2,571000,1486000,1990,0,43708,3600,1780,0,10,0,4,2,4,3,0,1,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P"
"10609",386029,"2022..24451","..0322069071",2022-08-11,830000,2,"   ","nochg",2022,47.4178924259559,-122.018503350602,66,"KING COUNTY","RA5","",2,369000,560000,1966,0,210379,1990,1390,600,8,6,4,1,3,2,0,1,720,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"K"
"10610",386030,"2022..24453","..2787700650",2022-08-04,710000,1,"   ","nochg",2022,47.5081608816291,-122.160996469887,85,"RENTON","R-6","GLENCOE",2,590000,100000,1968,0,7201,1550,1550,0,7,0,3,1,4,1,1,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K"
"10611",386031,"2022..24454","..1560870210",2022-08-11,710000,2,"   ","nochg",2022,47.4918877244668,-122.156732526169,32,"RENTON","R-14","CHERRYWOOD LANE",2,237000,480000,1998,0,3742,1630,840,0,8,0,4,2,3,1,1,1,0,400,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"K"
"10612",386032,"2022..24455","..4338800595",2022-08-04,530000,1,"   ","nochg",2022,47.4789865073246,-122.346350914101,96,"BURIEN","RS-7200","LINDE TERRACE NO. 04",2,59000,134000,1944,0,10400,1580,1580,0,6,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G"
"10613",386033,"2022..24465","..5659100040",2022-08-03,1175000,4,"   ","nochg",2022,47.6916770059116,-122.330690997725,6,"SEATTLE","NR3","MORRISEY'S JOHN D 1ST ADD",2,400000,480000,1950,0,7642,2700,1350,1350,7,6,4,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"10614",386034,"2022..24469","..9268700220",2022-08-10,425000,2,"   ","nochg",2022,47.3080410683389,-122.330221510757,54,"FEDERAL WAY","RM1800","WEST HIGHLANDS DIV NO. 01",2,97000,300000,1985,0,2052,1470,1080,0,7,0,3,1.5,2,2,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I"
"10615",386035,"2022..24470","..2570500090",2022-08-12,721000,3,"   ","nochg",2022,47.7754552209983,-122.234617591584,38,"KENMORE","R6","FLAMINGO ESTATES ADD",2,443000,310000,1961,0,9780,1750,970,0,7,0,4,1.5,5,1,0,1,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Q"
"10616",386036,"2022..24473","..3361400058",2022-08-05,705000,3,"   ","nochg",2022,47.4997527292564,-122.321379571345,23,"BURIEN","RS-7200","HILLMANS GARDEN TRACTS",2,136000,351000,1961,0,10880,1580,1080,500,7,7,3,1,4,1,1,1,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G"
"10617",386037,"2022..24474","..4047900070",2022-08-10,565000,1,"   ","nochg",2022,47.4749810635692,-122.07931258101,32,"KING COUNTY","RA5","LAKE MC DONALD",2,244000,299000,1975,0,12600,1060,1060,0,6,0,4,1,3,1,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K"
"10618",386038,"2022..24477","..2078500120",2022-08-02,1588000,2,"   ","nochg",2022,47.5280704840893,-122.17971687393,64,"NEWCASTLE","R-4","DORCHESTER RIDGE",2,691000,636000,1996,0,8333,2730,1490,0,8,0,5,2,5,2,0,1,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"R"
"10619",386039,"2022..24484","..5700000460",2022-08-10,725000,2,"   ","nochg",2022,47.5781816289551,-122.292652105232,14,"SEATTLE","NR3","MOUNT BAKER PARK ADD",2,628000,262000,1923,0,4996,1670,1310,360,7,6,3,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"D"
"10620",386040,"2022..24485","..4112100240",2022-08-09,1050000,3,"   ","nochg",2022,47.5520899064576,-122.268642641167,81,"SEATTLE","NR3","LAKE WASHINGTON HOME ADD",2,333000,557000,1948,0,5100,1720,860,860,7,7,5,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E"
"10621",386041,"2022..24486","..3438502261",2022-08-01,875000,5,"   ","nochg",2022,47.5426899063603,-122.365284988187,18,"SEATTLE","NR3","HOMECROFT ADD",2,243000,458000,1942,0,8177,1840,990,0,7,0,5,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F"
"10622",386042,"2022..24487","..4443801630",2022-08-04,1020000,2,"   ","nochg",2022,47.6879138997613,-122.389469135169,19,"SEATTLE","NR3","LOYAL HEIGHTS DIV NO. 06",2,497000,449000,1955,0,3880,2000,1160,840,8,7,4,1,3,1,1,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"10623",386043,"2022..24489","..8615800741",2022-08-08,1300000,1,"   ","nochg",2022,47.6699515221688,-122.307377479161,44,"SEATTLE","NR3","THOMPSONS UNIVERSITY ADD",2,659000,498000,1924,0,5292,2000,1230,400,7,7,4,1.5,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"C"
"10624",386044,"2022..24490","..8161010110",2022-08-02,1150000,1,"   ","nochg",2022,47.6439089269051,-121.900654005726,94,"CARNATION","R2.5","SWIFTWATER DIV NO. 02",2,314000,881000,1993,0,21814,2960,1800,0,8,0,4,2,4,2,1,1,0,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"10625",386045,"2022..24491","..0984200480",2022-08-09,690000,1,"   ","nochg",2022,47.4361156965691,-122.168623498437,51,"KING COUNTY","R6","BOULEVARD LANE DIV NO. 03",2,180000,449000,1969,0,8640,1750,1300,450,7,7,4,1,4,2,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K"
"10626",386046,"2022..24492","..7941120110",2022-08-09,805000,4,"   ","nochg",2022,47.7153583421602,-122.205860055359,73,"KIRKLAND","RSX 5.0","SPRINGBROOK SQUARE DIV NO. 03",29,252000,548000,1984,0,1224,1510,610,310,7,7,4,2,2,2,0,1,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Q"
"10627",386047,"2022..24493","..3271300305",2022-07-29,2025000,2,"   ","nochg",2022,47.6487873117434,-122.412781333653,11,"SEATTLE","NR3","HIAWATHA PARK ADD",2,753000,737000,1961,0,5800,2730,1990,740,9,7,3,1,5,1,2,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D"
"10628",386048,"2022..24494","..3362400200",2022-08-09,850000,3,"   ","nochg",2022,47.6830898919066,-122.347884747505,42,"SEATTLE","NR3","HILLMANS LAKE FRONT ADD DIV NO. 01",2,546000,308000,1910,0,3060,1120,1120,0,7,0,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"10629",386049,"2022..24497","..4059400510",2022-08-12,565000,1,"   ","nochg",2022,47.5025938577256,-122.243213360051,25,"SEATTLE","NR3","LAKE RIDGE DIV NO. 03",2,217000,282000,1944,0,8814,1250,890,0,6,0,4,1.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J"
"10630",386050,"2022..24498","..4058801430",2022-08-01,930000,2,"   ","nochg",2022,47.5074783133794,-122.243774273817,25,"KING COUNTY","R6","LAKE RIDGE DIV NO. 02",2,331000,445000,1956,0,6608,2260,1380,880,8,7,3,1,2,1,1,0,500,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,"J"
"10631",386051,"2022..24502","..3904902630",2022-07-29,1580000,3,"   ","nochg",2022,47.5631983243119,-122.016720817777,69,"SAMMAMISH","R6","KLAHANIE",2,492000,1076000,1986,0,12648,2870,1530,0,9,0,4,2,4,2,0,1,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"O"
"10632",386052,"2022..24511","..1523049068",2022-08-10,220000,1,"   ","nochg",2022,47.4851112335132,-122.290845559272,24,"TUKWILA","LDR","",2,157000,136000,1947,0,6687,620,620,0,5,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J"
"10633",386053,"2022..24512","..6431000006",2022-08-09,835000,1,"   ","nochg",2022,47.688958993311,-122.346960440736,42,"SEATTLE","NR3","OSNERS 3RD ADD",2,436000,380000,1928,0,3120,2320,930,740,7,6,3,1.5,5,1,1,0,160,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,"B"
"10634",386054,"2022..24515","..4038100005",2022-08-10,998000,1,"   ","nochg",2022,47.6073924818855,-122.131382992233,67,"BELLEVUE","R-5","LAKE HILLS NO. 10",2,882000,225000,1959,0,10221,1750,1010,740,7,6,4,1,4,1,1,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"R"
"10635",386055,"2022..24516","..5557500160",2022-07-28,535000,3,"   ","nochg",2022,47.3218987522095,-122.339139177864,53,"FEDERAL WAY","RS7.2","MIRROR LAKE ESTATES ADD",2,167000,328000,1963,0,9500,1960,1960,0,7,0,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I"
"10636",386056,"2022..24517","..0823099035",2022-08-09,525000,3,"   ","nochg",2022,47.4962413775073,-121.690252962961,80,"KING COUNTY","RA10","",2,0,0,1989,0,259182,720,620,0,5,0,3,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"10637",386057,"2022..24524","..8887001465",2022-08-10,1100000,1,"   ","nochg",2022,47.5009380037309,-122.460866943857,100,"KING COUNTY","RA5","VASHON HEIGHTS ASSESSORS PLAT",2,189000,843000,1991,0,54643,2830,1850,0,8,0,3,1.5,3,1,1,1,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"H"
"10638",386058,"2022..24530","..1214700130",2022-08-01,665000,1,"   ","nochg",2022,47.4616798508731,-122.32609472525,96,"BURIEN","RS-7200","BURIEN ESTATES ADD",2,223000,312000,1964,0,8449,1930,1090,0,7,0,3,2,4,1,0,1,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G"
"10639",386059,"2022..24531","..8649400160",2022-07-29,675000,2,"   ","nochg",2022,47.7126591547122,-121.314401335162,90,"KING COUNTY","RA2.5","TIMBER LANE VILLAGE DIV NO. 01",2,0,0,1970,0,12646,660,560,0,4,0,4,1.5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"N"
"10640",386060,"2022..24532","..4222800120",2022-08-15,560000,1,"   ","nochg",2022,47.3423601083479,-122.307780754901,26,"FEDERAL WAY","RS7.2","LAURELWOOD SOUTH DIV NO. 04",2,147000,342000,1966,0,8446,1510,1510,0,7,0,3,1,4,2,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I"
